,price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path
4173,425.0,35.4,35.4,Unique,male,gallery,acrylic,signed,5.0,7.0,other,images_thesis\953769_1_m.jpg
3480,1822.0,24.4,20.5,Unique,male,gallery,other,signed,48.0,3.0,Spain,images_thesis\2228845_1_m.jpg
20523,280.0,24.0,18.0,Unique,female,independent,other,signed,3.0,6.0,United States,images_thesis\1658073_1_m.jpg
378,1700.0,31.1,31.1,Unique,unknown,gallery,other,signed,6.0,3.0,France,images_thesis\2128078_1_m.jpg
2913,1458.0,27.6,19.7,Unique,male,gallery,other,signed,4.0,10.0,other,images_thesis\1966125_1_m.jpg
16546,1562.0,39.4,39.4,Unique,female,gallery,acrylic,signed,0.0,8.0,France,images_thesis\2334134_1_m.jpg
5603,7409.0,55.1,39.4,Unique,unknown,gallery,oil,signed,2.0,3.0,other,images_thesis\2016531_1_m.jpg
7487,181.0,7.1,5.1,Unique,male,gallery,other,signed,0.0,4.0,France,images_thesis\2326151_1_m.jpg
9793,1458.0,47.2,47.2,Unique,male,gallery,oil,signed,1.0,9.0,France,images_thesis\2216934_1_m.jpg
1448,3462.0,22.0,31.9,Unique,unknown,gallery,acrylic,signed,9.0,4.0,other,images_thesis\1347117_1_m.jpg
7308,2551.0,24.4,20.3,Unique,unknown,independent,acrylic,signed,3.0,5.0,other,images_thesis\1672146_1_m.jpg
3681,5136.0,60.0,40.0,Unique,male,gallery,acrylic,signed,7.0,4.0,other,images_thesis\2165639_1_m.jpg
20006,1296.0,31.9,25.6,Unique,unknown,gallery,other,signed,7.0,8.0,France,images_thesis\2301427_1_m.jpg
6623,462.0,10.2,14.2,Unique,unknown,gallery,other,signed,3.0,8.0,France,images_thesis\1740822_1_m.jpg
12658,972.0,10.8,8.9,Unique,unknown,gallery,acrylic,signed,2.0,5.0,France,images_thesis\2242873_1_m.jpg
19133,424.0,31.5,31.5,Unique,male,independent,other,signed,1.0,6.0,France,images_thesis\2182945_1_m.jpg
7995,2098.0,14.0,9.9,Unique,male,gallery,other,signed,5.0,10.0,other,images_thesis\1751967_1_m.jpg
12524,6061.0,27.6,39.4,Unique,male,gallery,other,signed,1.0,11.0,France,images_thesis\1757691_1_m.jpg
9152,700.0,11.0,17.3,Unique,male,independent,other,signed,9.0,4.0,Ukraine,images_thesis\2288168_1_m.jpg
9632,1081.0,19.7,19.7,Unique,female,independent,other,signed,0.0,5.0,France,images_thesis\2303744_1_m.jpg
13123,2422.0,37.8,37.8,Unique,unknown,gallery,other,signed,3.0,3.0,France,images_thesis\2316877_1_m.jpg
8482,3644.0,51.2,34.6,Unique,male,gallery,oil,signed,2.0,8.0,France,images_thesis\1977645_1_m.jpg
6199,1129.0,10.4,16.1,Unique,unknown,gallery,oil,signed,54.0,6.0,other,images_thesis\1976823_1_m.jpg
10733,2065.0,47.2,39.4,Unique,female,gallery,other,signed,0.0,4.0,other,images_thesis\2334054_1_m.jpg
5765,4251.0,31.5,31.5,Unique,female,gallery,other,signed,3.0,4.0,Spain,images_thesis\2230350_1_m.jpg
2324,850.0,31.5,23.6,Unique,female,gallery,acrylic,signed,0.0,4.0,France,images_thesis\2317580_1_m.jpg
11595,4433.0,67.7,42.9,Unique,male,independent,acrylic,signed,5.0,5.0,Spain,images_thesis\969615_1_m.jpg
7448,1105.0,25.6,19.7,Unique,unknown,gallery,other,signed,7.0,1.0,France,images_thesis\2254233_1_m.jpg
20816,2180.0,35.4,35.4,Unique,unknown,gallery,acrylic,signed,2.0,9.0,France,images_thesis\2288299_1_m.jpg
18670,4239.0,31.5,31.5,Unique,unknown,gallery,other,signed,1.0,12.0,France,images_thesis\2253227_1_m.jpg
12946,103.0,12.2,16.1,Unique,male,independent,other,signed,1.0,7.0,France,images_thesis\2173317_1_m.jpg
10029,1458.0,39.4,55.1,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2206479_1_m.jpg
3722,1822.0,31.5,31.5,Unique,unknown,gallery,acrylic,signed,2.0,9.0,Spain,images_thesis\2094798_1_m.jpg
13389,2664.0,59.1,47.2,Unique,male,gallery,oil,signed,5.0,6.0,other,images_thesis\949575_1_m.jpg
570,972.0,15.7,47.2,Unique,male,gallery,acrylic,signed,1.0,11.0,France,images_thesis\2275040_1_m.jpg
16125,1938.0,31.5,51.2,Unique,male,gallery,oil,signed,1.0,5.0,other,images_thesis\2288470_1_m.jpg
7257,18219.0,33.1,23.4,Unique,unknown,gallery,other,signed,34.0,8.0,France,images_thesis\2187638_1_m.jpg
237,850.0,16.5,11.8,Unique,unknown,gallery,other,signed,3.0,9.0,Spain,images_thesis\1745697_1_m.jpg
11856,2976.0,47.2,33.5,Unique,male,independent,acrylic,signed,0.0,3.0,other,images_thesis\2329656_1_m.jpg
720,5350.0,65.4,48.0,Unique,unknown,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2324229_1_m.jpg
4508,1215.0,27.6,21.7,Unique,unknown,gallery,other,signed,3.0,9.0,France,images_thesis\2298085_1_m.jpg
12072,3279.0,31.5,31.5,Unique,male,gallery,oil,signed,0.0,9.0,France,images_thesis\2321377_1_m.jpg
18992,2800.0,36.0,48.0,Unique,unknown,gallery,acrylic,signed,2.0,3.0,other,images_thesis\2248298_1_m.jpg
1682,1445.0,31.5,23.6,Unique,male,independent,acrylic,signed,0.0,3.0,other,images_thesis\2334766_1_m.jpg
3245,1397.0,15.7,19.7,Unique,female,gallery,acrylic,signed,1.0,4.0,Spain,images_thesis\2298383_1_m.jpg
13972,727.0,23.6,23.6,Unique,male,independent,acrylic,signed,1.0,1.0,other,images_thesis\2261864_1_m.jpg
11732,3583.0,51.2,38.2,Unique,male,independent,other,signed,5.0,5.0,Spain,images_thesis\1541970_1_m.jpg
9838,8017.0,82.7,82.7,Unique,female,independent,other,signed,4.0,6.0,other,images_thesis\1255974_1_m.jpg
5268,3037.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,1.0,8.0,France,images_thesis\2245480_1_m.jpg
16259,1850.0,36.0,30.0,Unique,male,gallery,acrylic,signed,0.0,3.0,other,images_thesis\2334164_1_m.jpg
9361,1700.0,31.5,23.6,Unique,female,independent,acrylic,signed,0.0,3.0,other,images_thesis\2320884_1_m.jpg
18507,3391.0,23.6,23.6,Unique,female,gallery,acrylic,signed,4.0,9.0,France,images_thesis\2112891_1_m.jpg
20359,369.0,7.9,5.9,Unique,unknown,gallery,other,signed,1.0,1.0,Ukraine,images_thesis\2303438_1_m.jpg
232,972.0,23.6,23.6,Unique,male,independent,other,signed,2.0,1.0,France,images_thesis\2175965_1_m.jpg
7557,9705.0,39.4,51.2,Unique,female,gallery,acrylic,signed,8.0,4.0,other,images_thesis\1481637_1_m.jpg
3780,304.0,8.7,6.3,Unique,female,gallery,other,signed,1.0,7.0,France,images_thesis\2304159_1_m.jpg
9815,22956.0,39.4,55.1,Unique,male,gallery,oil,signed,6.0,9.0,Spain,images_thesis\2158571_1_m.jpg
4064,1812.0,6.9,9.4,Unique,male,gallery,oil,signed,125.0,6.0,other,images_thesis\2253152_1_m.jpg
128,680.0,23.6,19.7,Unique,female,gallery,acrylic,signed,1.0,1.0,other,images_thesis\2302374_1_m.jpg
20801,4360.0,23.6,47.2,Unique,female,gallery,oil,signed,1.0,9.0,Spain,images_thesis\2299873_1_m.jpg
15851,3028.0,47.2,23.6,Unique,unknown,gallery,acrylic,signed,4.0,11.0,France,images_thesis\1160850_1_m.jpg
9617,6559.0,45.7,35.0,Unique,female,independent,other,signed,11.0,3.0,France,images_thesis\1615278_1_m.jpg
10890,6680.0,51.2,59.1,Unique,unknown,gallery,other,signed,1.0,4.0,France,images_thesis\2258698_1_m.jpg
11913,729.0,23.6,23.6,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2308629_1_m.jpg
2018,972.0,11.8,15.7,Unique,male,gallery,other,signed,1.0,11.0,France,images_thesis\2216099_1_m.jpg
13107,363.0,7.9,7.9,Unique,female,independent,other,signed,0.0,1.0,France,images_thesis\2326214_1_m.jpg
2086,686.0,23.6,23.6,Unique,male,gallery,other,signed,1.0,7.0,France,images_thesis\2288631_1_m.jpg
12306,632.0,17.3,17.3,Unique,female,gallery,other,signed,0.0,3.0,Ukraine,images_thesis\2291475_1_m.jpg
4835,5830.0,77.6,31.5,Unique,unknown,gallery,oil,signed,8.0,5.0,other,images_thesis\721785_1_m.jpg
3264,887.0,25.6,31.9,Unique,male,gallery,acrylic,signed,5.0,8.0,France,images_thesis\1125624_1_m.jpg
4174,1313.0,23.6,23.6,Unique,female,gallery,oil,signed,18.0,6.0,other,images_thesis\774180_1_m.jpg
15210,330.0,13.7,13.7,Unique,male,gallery,oil,signed,7.0,3.0,other,images_thesis\2279588_1_m.jpg
12000,3522.0,27.6,27.6,Unique,unknown,gallery,acrylic,signed,0.0,10.0,France,images_thesis\2327399_1_m.jpg
19912,4723.0,39.4,17.7,Unique,male,gallery,oil,signed,2.0,10.0,other,images_thesis\2308716_1_m.jpg
16175,1744.0,15.7,15.7,Unique,male,gallery,acrylic,signed,1.0,10.0,other,images_thesis\2214301_1_m.jpg
10567,972.0,19.7,19.7,Unique,male,gallery,other,signed,13.0,10.0,France,images_thesis\923676_1_m.jpg
12378,140.0,12.0,9.0,Unique,female,independent,other,signed,1.0,6.0,United States,images_thesis\2315231_1_m.jpg
3801,1093.0,16.1,20.9,Unique,female,gallery,oil,signed,28.0,10.0,France,images_thesis\2140897_1_m.jpg
9046,2368.0,47.2,39.4,Unique,male,independent,acrylic,signed,2.0,3.0,other,images_thesis\2131723_1_m.jpg
1977,650.0,13.7,11.8,Unique,female,gallery,other,signed,6.0,6.0,other,images_thesis\2322312_1_m.jpg
10722,4737.0,25.6,31.9,Unique,female,independent,other,signed,5.0,3.0,France,images_thesis\1596147_1_m.jpg
20286,109.0,8.3,5.9,Unique,unknown,gallery,other,signed,0.0,7.0,France,images_thesis\2316118_1_m.jpg
12823,600.0,23.6,19.7,Unique,female,gallery,acrylic,signed,1.0,1.0,United States,images_thesis\2253294_1_m.jpg
6406,15790.0,25.2,32.5,Unique,male,gallery,other,signed,71.0,3.0,other,images_thesis\1921230_1_m.jpg
12223,2551.0,35.0,78.7,Unique,male,independent,acrylic,signed,3.0,3.0,other,images_thesis\1645653_1_m.jpg
11493,1579.0,45.7,35.0,Unique,female,gallery,acrylic,signed,6.0,9.0,France,images_thesis\1436874_1_m.jpg
6976,4130.0,19.7,27.6,Unique,female,gallery,other,signed,0.0,4.0,other,images_thesis\2292846_1_m.jpg
15179,4844.0,38.2,63.8,Unique,female,independent,other,signed,0.0,3.0,France,images_thesis\2287952_1_m.jpg
14415,2422.0,15.7,27.6,Unique,male,gallery,other,signed,6.0,9.0,Spain,images_thesis\1336104_1_m.jpg
14088,1400.0,23.6,23.6,Unique,female,gallery,acrylic,signed,0.0,1.0,United States,images_thesis\2334554_1_m.jpg
5032,2098.0,33.5,24.0,Unique,female,gallery,other,signed,5.0,10.0,other,images_thesis\889983_1_m.jpg
7688,3037.0,31.5,39.4,Unique,male,gallery,other,signed,1.0,8.0,France,images_thesis\2289485_1_m.jpg
13849,1029.0,19.7,19.7,Unique,unknown,gallery,other,signed,3.0,5.0,France,images_thesis\2015133_1_m.jpg
16721,2059.0,47.2,47.2,Unique,male,independent,other,signed,5.0,5.0,other,images_thesis\902991_1_m.jpg
9761,206.0,11.8,11.8,Unique,male,independent,acrylic,signed,3.0,7.0,France,images_thesis\2327150_1_m.jpg
12983,721.0,35.4,19.7,Unique,unknown,gallery,other,signed,7.0,1.0,Ukraine,images_thesis\2280952_1_m.jpg
5352,267.0,11.8,11.8,Unique,unknown,gallery,other,signed,1.0,10.0,France,images_thesis\2283296_1_m.jpg
5902,1700.0,10.6,14.6,Unique,male,gallery,other,signed,45.0,2.0,France,images_thesis\2245133_1_m.jpg
4214,607.0,13.0,13.0,Unique,unknown,gallery,other,signed,5.0,11.0,France,images_thesis\893889_1_m.jpg
4630,3522.0,55.1,36.2,Unique,male,gallery,other,signed,15.0,3.0,Spain,images_thesis\2141590_1_m.jpg
1735,547.0,27.6,19.7,Unique,male,gallery,other,signed,0.0,4.0,France,images_thesis\2333027_1_m.jpg
12540,500.0,35.0,26.0,Unique,female,gallery,other,signed,0.0,7.0,United States,images_thesis\2315261_1_m.jpg
16091,4723.0,45.7,35.0,Unique,male,gallery,other,signed,0.0,4.0,France,images_thesis\2315161_1_m.jpg
18910,4251.0,45.7,32.3,Unique,female,gallery,other,signed,0.0,9.0,France,images_thesis\2314998_1_m.jpg
11038,607.0,15.7,15.7,Unique,female,gallery,acrylic,signed,0.0,3.0,Ukraine,images_thesis\2298265_1_m.jpg
8064,790.0,11.8,11.8,Unique,female,independent,oil,signed,5.0,3.0,other,images_thesis\2138352_1_m.jpg
9826,700.0,36.0,36.0,Unique,female,gallery,other,signed,2.0,7.0,United States,images_thesis\2122572_1_m.jpg
3150,881.0,14.0,9.8,Unique,unknown,gallery,other,signed,0.0,3.0,Spain,images_thesis\2327153_1_m.jpg
7595,3037.0,18.1,21.7,Unique,female,independent,oil,signed,2.0,3.0,France,images_thesis\1953033_1_m.jpg
16548,1151.0,22.8,16.5,Unique,unknown,gallery,other,signed,0.0,3.0,Spain,images_thesis\2333034_1_m.jpg
14170,3149.0,47.2,31.5,Unique,male,gallery,other,signed,1.0,10.0,France,images_thesis\2280655_1_m.jpg
4867,8400.0,48.0,36.0,Unique,unknown,gallery,acrylic,signed,3.0,4.0,United States,images_thesis\2158193_1_m.jpg
20695,484.0,30.3,13.0,Unique,male,gallery,other,signed,3.0,1.0,other,images_thesis\2206648_1_m.jpg
1747,2065.0,35.4,35.4,Unique,male,independent,other,signed,5.0,1.0,France,images_thesis\2187674_1_m.jpg
3536,2429.0,19.7,23.6,Unique,female,gallery,oil,signed,1.0,3.0,other,images_thesis\2324143_1_m.jpg
3469,1397.0,15.7,11.8,Unique,unknown,gallery,other,signed,1.0,4.0,Spain,images_thesis\2284489_1_m.jpg
14276,1344.0,35.4,27.6,Unique,unknown,gallery,other,signed,2.0,2.0,other,images_thesis\2321150_1_m.jpg
7444,389.0,12.6,9.4,Unique,unknown,gallery,acrylic,signed,12.0,9.0,France,images_thesis\80932_1_m.jpg
19606,2495.0,21.7,29.9,Unique,male,gallery,other,signed,10.0,10.0,other,images_thesis\1528914_1_m.jpg
3035,4251.0,19.7,32.7,Unique,male,gallery,oil,not signed,71.0,6.0,other,images_thesis\1594731_1_m.jpg
28,838.0,25.6,19.7,Unique,unknown,gallery,other,signed,0.0,10.0,France,images_thesis\2320948_1_m.jpg
3858,2186.0,39.4,55.1,Unique,female,gallery,oil,signed,2.0,2.0,other,images_thesis\2142736_1_m.jpg
19000,2422.0,23.6,31.9,Unique,female,gallery,oil,signed,1.0,10.0,France,images_thesis\2233143_1_m.jpg
5759,2672.0,19.7,15.7,Unique,female,gallery,oil,signed,1.0,1.0,France,images_thesis\2254575_1_m.jpg
20452,1817.0,23.6,19.7,Unique,unknown,gallery,oil,signed,2.0,11.0,France,images_thesis\2126346_1_m.jpg
9185,668.0,13.8,13.8,Unique,unknown,gallery,other,signed,5.0,11.0,France,images_thesis\865641_1_m.jpg
9948,23078.0,30.3,61.8,Unique,unknown,gallery,acrylic,not signed,13.0,10.0,France,images_thesis\2315915_1_m.jpg
4300,1968.0,31.5,23.6,Unique,female,gallery,other,signed,2.0,4.0,Spain,images_thesis\2312540_1_m.jpg
4559,3340.0,24.0,24.0,Unique,unknown,gallery,other,not signed,2.0,4.0,Spain,images_thesis\2141437_1_m.jpg
6420,4555.0,39.4,39.4,Unique,female,gallery,acrylic,signed,3.0,6.0,France,images_thesis\2211952_1_m.jpg
3933,4858.0,36.2,48.0,Unique,unknown,gallery,acrylic,not signed,0.0,4.0,Spain,images_thesis\2325460_1_m.jpg
996,607.0,25.6,19.7,Unique,unknown,independent,oil,signed,13.0,4.0,France,images_thesis\1524336_1_m.jpg
11642,486.0,36.2,28.7,Unique,male,independent,other,signed,0.0,6.0,France,images_thesis\2290734_1_m.jpg
12588,474.0,19.9,15.9,Unique,male,independent,other,signed,0.0,4.0,other,images_thesis\2322313_1_m.jpg
3546,1678.0,23.6,23.6,Unique,female,gallery,acrylic,signed,1.0,10.0,other,images_thesis\2284455_1_m.jpg
20132,3633.0,15.7,19.7,Unique,unknown,gallery,oil,signed,1.0,10.0,other,images_thesis\2249217_1_m.jpg
10283,1114.0,39.4,19.7,Unique,male,independent,acrylic,signed,3.0,3.0,other,images_thesis\1769796_1_m.jpg
10543,729.0,19.7,7.9,Unique,unknown,gallery,acrylic,signed,5.0,11.0,France,images_thesis\1729653_1_m.jpg
2424,918.0,23.6,31.5,Unique,female,gallery,acrylic,signed,8.0,7.0,France,images_thesis\762117_1_m.jpg
9684,1700.0,35.4,40.9,Unique,male,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2319241_1_m.jpg
2627,972.0,25.6,18.1,Unique,unknown,gallery,oil,signed,3.0,9.0,Spain,images_thesis\1938816_1_m.jpg
2349,875.0,23.6,23.6,Unique,female,gallery,acrylic,signed,7.0,7.0,France,images_thesis\847836_1_m.jpg
14364,12990.0,54.0,120.0,Unique,male,gallery,other,signed,1.0,5.0,other,images_thesis\2178840_1_m.jpg
14324,2664.0,35.4,43.3,Unique,unknown,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2286396_1_m.jpg
11303,972.0,31.5,31.5,Unique,female,gallery,oil,signed,7.0,10.0,France,images_thesis\1174062_1_m.jpg
17307,1817.0,31.5,23.6,Unique,female,independent,other,signed,0.0,1.0,other,images_thesis\2297493_1_m.jpg
14043,14533.0,19.9,49.6,Unique,unknown,gallery,acrylic,signed,4.0,10.0,France,images_thesis\2195904_1_m.jpg
8513,850.0,15.7,47.2,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2206482_1_m.jpg
6741,4000.0,48.0,60.0,Unique,female,gallery,other,not signed,6.0,4.0,United States,images_thesis\1173867_1_m.jpg
1001,6450.0,59.1,78.7,Unique,male,gallery,oil,signed,3.0,5.0,other,images_thesis\1388619_1_m.jpg
11801,875.0,11.8,11.8,Unique,male,gallery,oil,signed,2.0,3.0,France,images_thesis\1982013_1_m.jpg
8651,1640.0,31.5,23.6,Unique,female,independent,acrylic,signed,0.0,3.0,other,images_thesis\2313312_1_m.jpg
1600,5350.0,60.0,48.0,Unique,male,gallery,other,signed,2.0,3.0,other,images_thesis\2282861_1_m.jpg
8544,3134.0,59.1,78.7,Unique,male,independent,other,signed,0.0,3.0,other,images_thesis\2297032_1_m.jpg
14236,545.0,16.5,11.4,Unique,unknown,gallery,other,signed,2.0,10.0,France,images_thesis\1978458_1_m.jpg
1454,2551.0,27.6,35.4,Unique,unknown,gallery,acrylic,signed,9.0,5.0,other,images_thesis\2176822_1_m.jpg
17382,1663.0,39.4,39.4,Unique,male,independent,acrylic,signed,2.0,3.0,other,images_thesis\1967649_1_m.jpg
2761,2308.0,28.3,23.6,Unique,female,gallery,other,signed,13.0,9.0,France,images_thesis\2314996_1_m.jpg
1329,1800.0,24.0,24.0,Unique,unknown,gallery,other,signed,11.0,4.0,United States,images_thesis\1141713_1_m.jpg
18752,9689.0,78.7,78.7,Unique,female,gallery,acrylic,signed,3.0,11.0,France,images_thesis\1728591_1_m.jpg
17173,557.0,19.7,15.7,Unique,female,independent,other,signed,2.0,5.0,other,images_thesis\1941822_1_m.jpg
8526,790.0,25.6,21.3,Unique,unknown,independent,oil,signed,1.0,1.0,France,images_thesis\2248827_1_m.jpg
5081,1654.0,7.5,10.0,Unique,unknown,gallery,other,signed,80.0,6.0,other,images_thesis\2278783_1_m.jpg
7841,1932.0,43.3,39.4,Unique,male,gallery,other,signed,5.0,2.0,other,images_thesis\2311779_1_m.jpg
624,3644.0,35.0,45.7,Unique,male,gallery,oil,signed,4.0,9.0,France,images_thesis\1211415_1_m.jpg
18679,848.0,23.6,19.7,Unique,male,independent,other,signed,3.0,1.0,other,images_thesis\2236171_1_m.jpg
17131,715.0,31.5,31.5,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2248336_1_m.jpg
2842,850.0,7.9,7.9,Unique,female,gallery,other,signed,26.0,3.0,Spain,images_thesis\1597869_1_m.jpg
17067,8478.0,61.0,102.4,Unique,male,independent,acrylic,signed,4.0,2.0,Spain,images_thesis\2291076_1_m.jpg
7173,6438.0,46.1,36.2,Unique,female,gallery,other,signed,7.0,4.0,other,images_thesis\1150983_1_m.jpg
2370,350.0,19.7,15.7,Unique,unknown,gallery,oil,signed,1.0,2.0,other,images_thesis\2214442_1_m.jpg
3849,1550.0,30.0,24.0,Unique,male,gallery,oil,signed,5.0,3.0,United States,images_thesis\2225596_1_m.jpg
10802,3887.0,31.5,31.5,Unique,male,gallery,other,signed,0.0,9.0,France,images_thesis\2325773_1_m.jpg
13651,1090.0,19.7,59.1,Unique,unknown,gallery,other,signed,3.0,9.0,France,images_thesis\1900806_1_m.jpg
10647,729.0,23.6,23.6,Unique,male,independent,other,signed,0.0,1.0,other,images_thesis\2309405_1_m.jpg
16492,1332.0,19.7,23.6,Unique,male,gallery,oil,signed,2.0,2.0,other,images_thesis\2156954_1_m.jpg
5129,668.0,39.4,39.4,Unique,unknown,gallery,other,signed,9.0,9.0,France,images_thesis\436602_1_m.jpg
3662,1202.0,39.4,31.5,Unique,unknown,gallery,acrylic,signed,0.0,1.0,France,images_thesis\2321692_1_m.jpg
1530,486.0,5.9,8.7,Unique,female,gallery,other,signed,2.0,5.0,other,images_thesis\2016141_1_m.jpg
17263,787.0,39.4,31.9,Unique,female,gallery,other,signed,0.0,3.0,France,images_thesis\2324423_1_m.jpg
7562,2065.0,24.0,19.7,Unique,male,gallery,oil,signed,12.0,10.0,France,images_thesis\2141587_1_m.jpg
14897,2000.0,40.0,30.0,Unique,male,independent,acrylic,signed,4.0,6.0,United States,images_thesis\1053600_1_m.jpg
3558,1943.0,39.4,19.7,Unique,female,gallery,other,signed,43.0,3.0,Spain,images_thesis\2231497_1_m.jpg
653,1049.0,11.0,10.0,Unique,male,gallery,other,signed,7.0,10.0,United States,images_thesis\1120635_1_m.jpg
8028,3037.0,27.6,39.4,Unique,female,gallery,other,signed,4.0,8.0,other,images_thesis\2172525_1_m.jpg
17982,3331.0,45.3,37.8,Unique,female,independent,acrylic,signed,2.0,3.0,France,images_thesis\2151981_1_m.jpg
2315,2560.0,40.0,31.5,Unique,unknown,gallery,other,signed,4.0,3.0,other,images_thesis\1699113_1_m.jpg
16583,1200.0,23.6,39.4,Unique,female,gallery,oil,signed,0.0,1.0,Ukraine,images_thesis\2316552_1_m.jpg
18437,581.0,31.5,31.5,Unique,male,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2286144_1_m.jpg
2117,947.0,21.7,21.7,Unique,female,gallery,other,signed,55.0,2.0,France,images_thesis\2177525_1_m.jpg
13255,1805.0,37.4,59.1,Unique,male,independent,acrylic,signed,0.0,3.0,other,images_thesis\2289472_1_m.jpg
10591,1700.0,18.9,18.9,Unique,unknown,gallery,other,signed,1.0,2.0,France,images_thesis\2271404_1_m.jpg
15691,1332.0,45.7,35.0,Unique,female,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2319743_1_m.jpg
11825,100.0,3.9,3.9,Unique,female,gallery,other,signed,5.0,10.0,other,images_thesis\1312056_1_m.jpg
16635,4000.0,31.5,31.5,Unique,male,independent,oil,signed,11.0,4.0,Ukraine,images_thesis\2285814_1_m.jpg
14528,1421.0,76.0,76.0,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2306167_1_m.jpg
18493,775.0,47.6,28.3,Unique,female,independent,other,signed,1.0,4.0,Ukraine,images_thesis\2159588_1_m.jpg
5415,7409.0,57.5,44.9,Unique,male,gallery,acrylic,signed,1.0,2.0,France,images_thesis\2289241_1_m.jpg
16174,606.0,39.4,23.6,Unique,male,gallery,acrylic,signed,1.0,10.0,France,images_thesis\2219150_1_m.jpg
15601,787.0,31.5,23.6,Unique,unknown,gallery,other,signed,7.0,1.0,Ukraine,images_thesis\2265157_1_m.jpg
3830,2794.0,31.5,35.4,Unique,unknown,gallery,other,signed,1.0,4.0,Spain,images_thesis\2297580_1_m.jpg
16129,3391.0,19.7,13.8,Unique,male,gallery,oil,signed,7.0,10.0,France,images_thesis\2285676_1_m.jpg
99,790.0,44.5,33.5,Unique,unknown,gallery,other,signed,6.0,10.0,France,images_thesis\2258968_1_m.jpg
14155,1090.0,23.2,17.7,Unique,unknown,gallery,other,signed,2.0,9.0,Spain,images_thesis\2297075_1_m.jpg
11336,3761.0,39.4,31.5,Unique,male,gallery,acrylic,signed,1.0,10.0,Spain,images_thesis\2260233_1_m.jpg
14089,1300.0,31.5,23.6,Unique,female,gallery,acrylic,signed,1.0,1.0,United States,images_thesis\2334169_1_m.jpg
13256,2422.0,35.4,27.6,Unique,female,gallery,other,signed,0.0,3.0,Ukraine,images_thesis\2289339_1_m.jpg
