price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path
2059.0,33.9,53.9,Unique,male,gallery,acrylic,signed,5.0,10.0,other,images_thesis\1266930_1_m.jpg
3644.0,32.3,8.3,Unique,unknown,gallery,other,signed,3.0,8.0,France,images_thesis\2312610_1_m.jpg
2186.0,25.6,36.2,Unique,male,gallery,acrylic,signed,2.0,10.0,France,images_thesis\2165797_1_m.jpg
972.0,23.6,23.6,Copy,unknown,gallery,other,signed,0.0,11.0,other,images_thesis\2311025_1_m.jpg
1336.0,15.7,15.7,Unique,female,independent,oil,signed,1.0,3.0,France,images_thesis\2166579_1_m.jpg
2065.0,31.5,23.6,Unique,female,independent,acrylic,signed,0.0,3.0,other,images_thesis\2297309_1_m.jpg
364.0,19.7,27.6,Unique,male,gallery,other,signed,4.0,1.0,Ukraine,images_thesis\2264045_1_m.jpg
1093.0,23.6,19.7,Unique,male,gallery,other,not signed,55.0,3.0,France,images_thesis\1511061_1_m.jpg
715.0,19.7,27.6,Unique,unknown,gallery,oil,signed,15.0,3.0,other,images_thesis\2272457_1_m.jpg
762.0,11.8,11.8,Unique,female,gallery,acrylic,signed,5.0,10.0,other,images_thesis\779982_1_m.jpg
4360.0,31.5,47.2,Unique,female,gallery,oil,signed,0.0,8.0,France,images_thesis\2319056_1_m.jpg
787.0,11.8,7.9,Unique,male,gallery,other,signed,15.0,9.0,Spain,images_thesis\2313724_1_m.jpg
1090.0,19.7,26.8,Unique,unknown,gallery,acrylic,signed,1.0,3.0,France,images_thesis\2327490_1_m.jpg
1397.0,16.1,16.1,Unique,unknown,gallery,acrylic,not signed,1.0,4.0,Spain,images_thesis\2309678_1_m.jpg
850.0,35.8,28.3,Unique,female,gallery,other,signed,10.0,10.0,France,images_thesis\848943_1_m.jpg
1881.0,13.0,13.0,Unique,female,gallery,other,signed,11.0,10.0,United States,images_thesis\1298997_1_m.jpg
1093.0,18.5,18.5,Unique,unknown,gallery,acrylic,signed,2.0,4.0,France,images_thesis\2313923_1_m.jpg
1418.0,24.0,19.7,Unique,unknown,gallery,oil,signed,103.0,6.0,other,images_thesis\2176484_1_m.jpg
969.0,23.6,19.7,Unique,male,gallery,other,signed,4.0,11.0,France,images_thesis\1257810_1_m.jpg
1581.0,32.0,39.0,Unique,male,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2308342_1_m.jpg
3500.0,19.7,13.4,Unique,male,gallery,oil,signed,6.0,4.0,other,images_thesis\2272464_1_m.jpg
2065.0,15.7,19.7,Unique,female,gallery,acrylic,signed,0.0,4.0,Spain,images_thesis\2326544_1_m.jpg
304.0,8.7,6.3,Unique,female,gallery,other,signed,1.0,7.0,France,images_thesis\2304159_1_m.jpg
2186.0,43.3,24.0,Unique,male,gallery,oil,signed,13.0,6.0,other,images_thesis\679893_1_m.jpg
1300.0,16.0,24.0,Unique,male,independent,acrylic,signed,29.0,4.0,United States,images_thesis\1082232_1_m.jpg
3037.0,47.2,19.7,Unique,male,gallery,acrylic,signed,7.0,7.0,France,images_thesis\2227564_1_m.jpg
750.0,19.7,23.6,Unique,unknown,gallery,oil,signed,1.0,2.0,other,images_thesis\2221156_1_m.jpg
577.0,12.6,9.4,Unique,female,gallery,other,signed,1.0,7.0,France,images_thesis\2274402_1_m.jpg
1822.0,63.0,31.5,Unique,male,gallery,oil,signed,3.0,9.0,France,images_thesis\2251591_1_m.jpg
3037.0,19.7,15.7,Unique,unknown,gallery,oil,signed,2.0,11.0,France,images_thesis\2159496_1_m.jpg
2915.0,18.1,21.7,Unique,female,independent,oil,signed,2.0,3.0,France,images_thesis\1937622_1_m.jpg
2551.0,36.2,25.6,Unique,female,gallery,acrylic,signed,8.0,7.0,France,images_thesis\363906_1_m.jpg
3028.0,17.7,17.7,Unique,female,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2285221_1_m.jpg
3462.0,22.0,31.9,Unique,unknown,gallery,acrylic,signed,9.0,4.0,other,images_thesis\1347117_1_m.jpg
381.0,10.5,12.7,Unique,male,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2300170_1_m.jpg
363.0,7.9,23.6,Unique,male,independent,other,signed,0.0,3.0,other,images_thesis\2312110_1_m.jpg
3633.0,35.4,27.6,Unique,unknown,gallery,other,signed,1.0,8.0,other,images_thesis\2289055_1_m.jpg
850.0,31.5,63.0,Unique,female,independent,acrylic,signed,4.0,4.0,France,images_thesis\1128576_1_m.jpg
3391.0,31.9,25.6,Unique,female,gallery,other,signed,0.0,9.0,France,images_thesis\2318252_1_m.jpg
2000.0,39.4,78.7,Unique,female,gallery,other,signed,3.0,1.0,United States,images_thesis\2313359_1_m.jpg
757.0,19.7,19.7,Unique,female,gallery,acrylic,signed,7.0,7.0,France,images_thesis\2266746_1_m.jpg
4373.0,31.5,47.2,Unique,female,gallery,oil,signed,0.0,8.0,France,images_thesis\2319057_1_m.jpg
1202.0,19.7,19.7,Unique,female,independent,oil,signed,2.0,6.0,other,images_thesis\2075913_1_m.jpg
250.0,7.9,11.8,Unique,unknown,gallery,oil,signed,0.0,2.0,other,images_thesis\2303656_1_m.jpg
3911.0,39.4,39.4,Unique,female,gallery,other,not signed,1.0,4.0,Spain,images_thesis\2316135_1_m.jpg
908.0,19.7,27.6,Unique,unknown,gallery,oil,signed,1.0,7.0,France,images_thesis\2299525_1_m.jpg
900.0,22.8,16.5,Unique,unknown,gallery,oil,signed,1.0,2.0,other,images_thesis\2220922_1_m.jpg
2429.0,39.4,39.4,Unique,unknown,gallery,other,signed,0.0,10.0,France,images_thesis\2292975_1_m.jpg
2915.0,31.5,23.6,Unique,unknown,gallery,other,signed,3.0,11.0,France,images_thesis\2016489_1_m.jpg
1731.0,47.2,31.5,Unique,male,gallery,other,signed,0.0,2.0,other,images_thesis\2330210_1_m.jpg
1247.0,23.2,18.3,Unique,unknown,gallery,other,signed,93.0,6.0,other,images_thesis\1173039_1_m.jpg
624.0,33.1,23.6,Unique,unknown,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2275053_1_m.jpg
850.0,31.5,31.5,Unique,male,gallery,acrylic,signed,0.0,9.0,France,images_thesis\2320106_1_m.jpg
2180.0,39.4,51.2,Unique,female,gallery,other,signed,1.0,4.0,other,images_thesis\2247730_1_m.jpg
2733.0,24.0,24.0,Unique,female,gallery,other,not signed,0.0,4.0,Spain,images_thesis\2325465_1_m.jpg
1090.0,23.6,31.5,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2325685_1_m.jpg
500.0,12.0,9.0,Unique,male,gallery,other,signed,9.0,6.0,United States,images_thesis\830235_1_m.jpg
3401.0,29.5,23.6,Unique,unknown,gallery,other,signed,9.0,9.0,Spain,images_thesis\421773_1_m.jpg
2186.0,31.5,39.4,Unique,male,gallery,acrylic,signed,7.0,9.0,Spain,images_thesis\1360191_1_m.jpg
775.0,15.7,19.7,Unique,male,gallery,other,signed,3.0,1.0,Ukraine,images_thesis\2294640_1_m.jpg
3016.0,41.3,61.0,Unique,male,independent,acrylic,signed,0.0,3.0,other,images_thesis\2319079_1_m.jpg
2180.0,28.0,24.0,Unique,male,gallery,oil,signed,5.0,10.0,United States,images_thesis\2154076_1_m.jpg
2098.0,39.4,39.4,Unique,male,independent,acrylic,signed,0.0,3.0,other,images_thesis\2284131_1_m.jpg
4400.0,39.3,47.2,Unique,male,gallery,oil,signed,1.0,3.0,Ukraine,images_thesis\2278055_1_m.jpg
969.0,23.6,23.6,Unique,male,independent,other,signed,2.0,1.0,France,images_thesis\2293813_1_m.jpg
2301.0,31.5,31.5,Unique,male,independent,other,signed,1.0,3.0,other,images_thesis\2266840_1_m.jpg
1093.0,23.6,23.6,Unique,female,independent,acrylic,signed,3.0,6.0,other,images_thesis\1433982_1_m.jpg
1938.0,27.6,19.7,Unique,male,gallery,other,signed,4.0,9.0,Spain,images_thesis\1597539_1_m.jpg
2059.0,47.2,31.5,Unique,female,independent,acrylic,signed,3.0,3.0,other,images_thesis\1736310_1_m.jpg
2890.0,59.1,59.1,Unique,female,independent,other,signed,2.0,6.0,other,images_thesis\2157401_1_m.jpg
1817.0,19.7,27.6,Unique,unknown,gallery,oil,not signed,2.0,3.0,Ukraine,images_thesis\2047653_1_m.jpg
848.0,19.7,23.6,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2235868_1_m.jpg
1761.0,37.4,47.2,Unique,female,independent,acrylic,signed,0.0,4.0,Spain,images_thesis\2284088_1_m.jpg
4500.0,36.0,24.0,Unique,male,gallery,acrylic,signed,4.0,3.0,other,images_thesis\2149662_1_m.jpg
4336.0,31.5,23.6,Unique,unknown,gallery,other,signed,0.0,3.0,other,images_thesis\2299107_1_m.jpg
4360.0,35.4,43.3,Unique,male,gallery,other,signed,1.0,10.0,France,images_thesis\2332291_1_m.jpg
1579.0,23.6,31.5,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2250409_1_m.jpg
606.0,11.8,11.8,Unique,female,independent,acrylic,signed,2.0,3.0,France,images_thesis\2245919_1_m.jpg
1163.0,19.7,19.7,Unique,female,independent,oil,signed,0.0,5.0,France,images_thesis\2333791_1_m.jpg
1822.0,23.6,31.5,Unique,male,gallery,other,signed,2.0,5.0,other,images_thesis\2201829_1_m.jpg
2543.0,35.8,28.0,Unique,female,gallery,other,not signed,0.0,4.0,Spain,images_thesis\2314291_1_m.jpg
963.0,39.4,31.9,Unique,male,gallery,other,signed,1.0,10.0,France,images_thesis\2244563_1_m.jpg
436.0,14.0,19.5,Unique,male,gallery,oil,signed,2.0,1.0,Ukraine,images_thesis\2299975_1_m.jpg
2930.0,38.2,31.5,Unique,unknown,gallery,other,signed,0.0,3.0,France,images_thesis\2289767_1_m.jpg
838.0,15.7,19.7,Unique,female,gallery,other,signed,4.0,3.0,Ukraine,images_thesis\2325628_1_m.jpg
1574.0,21.7,29.5,Unique,female,gallery,acrylic,signed,0.0,3.0,Ukraine,images_thesis\2297312_1_m.jpg
2664.0,31.5,31.5,Unique,female,gallery,other,signed,4.0,9.0,Spain,images_thesis\1374297_1_m.jpg
328.0,23.6,19.7,Unique,male,gallery,other,signed,19.0,4.0,France,images_thesis\1146078_1_m.jpg
279.0,11.4,8.5,Unique,female,gallery,acrylic,signed,3.0,10.0,other,images_thesis\1457997_1_m.jpg
969.0,24.8,17.3,Unique,unknown,independent,other,signed,4.0,3.0,other,images_thesis\1801587_1_m.jpg
2672.0,47.2,39.4,Unique,female,independent,acrylic,signed,5.0,3.0,other,images_thesis\2297612_1_m.jpg
1410.0,19.7,27.6,Unique,female,independent,other,signed,1.0,5.0,other,images_thesis\2284892_1_m.jpg
2186.0,31.5,23.6,Unique,male,gallery,other,signed,5.0,4.0,France,images_thesis\1267758_1_m.jpg
941.0,20.1,27.6,Unique,male,gallery,other,signed,39.0,3.0,Spain,images_thesis\1355310_1_m.jpg
1215.0,15.7,19.7,Unique,unknown,gallery,oil,not signed,8.0,3.0,Ukraine,images_thesis\2155801_1_m.jpg
3521.0,33.5,33.5,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2308189_1_m.jpg
1032.0,20.9,16.9,Unique,unknown,gallery,other,not signed,13.0,4.0,other,images_thesis\1311843_1_m.jpg
972.0,23.6,15.7,Unique,unknown,gallery,acrylic,signed,5.0,11.0,France,images_thesis\984789_1_m.jpg
3401.0,51.2,35.0,Unique,male,gallery,oil,signed,14.0,8.0,France,images_thesis\836019_1_m.jpg
729.0,41.3,36.6,Unique,female,gallery,other,signed,3.0,6.0,France,images_thesis\1440963_1_m.jpg
704.0,18.5,22.4,Unique,female,independent,other,signed,1.0,6.0,other,images_thesis\2220030_1_m.jpg
424.0,19.7,15.7,Unique,male,independent,other,signed,1.0,6.0,France,images_thesis\2232069_1_m.jpg
182.0,11.8,11.8,Unique,male,independent,other,signed,1.0,5.0,France,images_thesis\2187942_1_m.jpg
2307.0,27.6,27.6,Unique,unknown,gallery,other,signed,3.0,3.0,other,images_thesis\1533168_1_m.jpg
2429.0,19.7,19.7,Unique,female,gallery,oil,signed,8.0,9.0,Spain,images_thesis\310957_1_m.jpg
700.0,12.0,9.0,Unique,male,gallery,other,signed,5.0,6.0,United States,images_thesis\884490_1_m.jpg
672.0,18.0,24.0,Unique,unknown,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2308497_1_m.jpg
668.0,19.7,19.7,Unique,male,independent,oil,signed,1.0,1.0,other,images_thesis\2247355_1_m.jpg
2429.0,31.5,31.5,Unique,female,gallery,acrylic,signed,6.0,9.0,France,images_thesis\967695_1_m.jpg
1093.0,26.8,39.8,Unique,unknown,gallery,other,signed,1.0,1.0,France,images_thesis\2219087_1_m.jpg
607.0,8.7,10.6,Unique,female,gallery,acrylic,signed,5.0,10.0,France,images_thesis\950238_1_m.jpg
2301.0,39.4,19.7,Unique,unknown,gallery,other,signed,3.0,11.0,France,images_thesis\2299529_1_m.jpg
1998.0,51.2,23.6,Unique,female,gallery,other,signed,0.0,3.0,other,images_thesis\2334157_1_m.jpg
2915.0,35.4,28.7,Unique,male,gallery,oil,signed,1.0,9.0,France,images_thesis\2201966_1_m.jpg
4130.0,38.6,29.5,Unique,female,gallery,acrylic,not signed,6.0,9.0,France,images_thesis\2318419_1_m.jpg
2180.0,36.2,28.7,Unique,female,gallery,other,signed,1.0,9.0,France,images_thesis\2320446_1_m.jpg
3901.0,20.0,16.0,Unique,male,gallery,oil,signed,28.0,10.0,United States,images_thesis\2039886_1_m.jpg
2915.0,9.8,7.9,Unique,male,gallery,other,signed,1.0,10.0,United States,images_thesis\2284735_1_m.jpg
2800.0,48.0,36.0,Unique,unknown,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2315668_1_m.jpg
3765.0,39.4,31.9,Unique,male,gallery,oil,signed,6.0,9.0,France,images_thesis\871821_1_m.jpg
103.0,15.7,11.8,Unique,male,independent,other,signed,1.0,7.0,France,images_thesis\2231445_1_m.jpg
729.0,23.6,23.6,Unique,male,independent,oil,signed,0.0,1.0,other,images_thesis\2303050_1_m.jpg
1348.0,19.7,13.8,Unique,unknown,gallery,other,signed,1.0,3.0,other,images_thesis\2271540_1_m.jpg
763.0,21.7,30.7,Unique,male,gallery,acrylic,signed,5.0,7.0,other,images_thesis\2329092_1_m.jpg
1574.0,24.0,20.0,Unique,male,gallery,oil,signed,4.0,10.0,United States,images_thesis\1225914_1_m.jpg
696.0,27.6,31.5,Unique,unknown,gallery,oil,signed,11.0,1.0,Ukraine,images_thesis\2280163_1_m.jpg
5000.0,36.0,36.0,Unique,male,gallery,other,not signed,6.0,4.0,United States,images_thesis\1116255_1_m.jpg
1129.0,17.3,13.2,Unique,unknown,gallery,oil,signed,82.0,6.0,other,images_thesis\2202539_1_m.jpg
3522.0,59.1,35.4,Unique,female,gallery,acrylic,signed,2.0,5.0,other,images_thesis\2151058_1_m.jpg
1211.0,31.5,29.5,Unique,male,gallery,other,signed,1.0,3.0,Ukraine,images_thesis\2228105_1_m.jpg
231.0,7.9,7.9,Unique,female,gallery,acrylic,signed,1.0,5.0,other,images_thesis\2266288_1_m.jpg
1093.0,31.5,31.5,Unique,female,gallery,oil,signed,7.0,9.0,France,images_thesis\1277994_1_m.jpg
4319.0,24.0,48.0,Unique,male,gallery,other,signed,1.0,10.0,United States,images_thesis\2300086_1_m.jpg
2186.0,39.4,31.5,Unique,female,gallery,other,signed,1.0,3.0,Spain,images_thesis\2285952_1_m.jpg
2065.0,7.9,7.9,Unique,male,gallery,oil,signed,3.0,9.0,Spain,images_thesis\1916556_1_m.jpg
972.0,31.5,31.5,Unique,unknown,independent,other,signed,3.0,3.0,France,images_thesis\1589103_1_m.jpg
1817.0,29.9,35.4,Unique,female,independent,other,signed,4.0,3.0,France,images_thesis\1690275_1_m.jpg
704.0,11.0,15.0,Unique,unknown,gallery,acrylic,signed,1.0,3.0,France,images_thesis\2298004_1_m.jpg
1696.0,11.8,8.3,Unique,male,gallery,acrylic,signed,59.0,9.0,France,images_thesis\2207904_1_m.jpg
182.0,11.8,11.8,Unique,male,independent,other,signed,1.0,5.0,France,images_thesis\2182672_1_m.jpg
1441.0,31.5,43.3,Unique,female,gallery,acrylic,signed,1.0,2.0,other,images_thesis\2242217_1_m.jpg
4723.0,70.9,47.2,Unique,male,gallery,other,signed,2.0,7.0,other,images_thesis\2145813_1_m.jpg
1611.0,27.6,39.4,Unique,female,gallery,oil,signed,0.0,8.0,France,images_thesis\2333346_1_m.jpg
700.0,17.7,19.7,Unique,female,gallery,oil,signed,2.0,1.0,Ukraine,images_thesis\2297958_1_m.jpg
2301.0,18.0,24.0,Unique,male,gallery,oil,signed,0.0,4.0,other,images_thesis\2328855_1_m.jpg
721.0,16.9,24.8,Unique,male,gallery,oil,signed,18.0,1.0,Ukraine,images_thesis\2327305_1_m.jpg
1114.0,15.7,15.7,Unique,male,gallery,other,not signed,0.0,5.0,other,images_thesis\2300339_1_m.jpg
790.0,13.8,11.8,Unique,unknown,gallery,acrylic,signed,1.0,1.0,other,images_thesis\2246658_1_m.jpg
273.0,27.6,19.7,Unique,unknown,gallery,other,signed,0.0,8.0,other,images_thesis\2310855_1_m.jpg
972.0,19.3,19.3,Unique,unknown,gallery,other,signed,3.0,11.0,France,images_thesis\1536600_1_m.jpg
474.0,20.1,15.9,Unique,male,independent,other,signed,0.0,4.0,other,images_thesis\2317008_1_m.jpg
300.0,27.6,19.7,Unique,unknown,gallery,other,signed,3.0,1.0,United States,images_thesis\2280433_1_m.jpg
1943.0,35.4,35.4,Unique,male,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2319234_1_m.jpg
727.0,13.4,9.4,Unique,female,gallery,other,signed,0.0,11.0,France,images_thesis\2317544_1_m.jpg
1700.0,19.7,19.7,Unique,male,gallery,oil,signed,15.0,6.0,other,images_thesis\1726902_1_m.jpg
1151.0,27.6,19.7,Unique,male,gallery,other,signed,1.0,5.0,other,images_thesis\2301727_1_m.jpg
1900.0,31.5,35.4,Unique,male,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2283579_1_m.jpg
607.0,19.7,15.7,Unique,unknown,gallery,other,signed,10.0,1.0,Ukraine,images_thesis\2275656_1_m.jpg
1458.0,31.5,39.4,Unique,male,gallery,acrylic,signed,2.0,4.0,Spain,images_thesis\1999503_1_m.jpg
2429.0,19.7,15.7,Unique,male,gallery,oil,signed,2.0,10.0,other,images_thesis\2165363_1_m.jpg
1956.0,18.5,30.9,Unique,male,gallery,oil,signed,122.0,6.0,other,images_thesis\2174572_1_m.jpg
2551.0,13.1,9.5,Unique,unknown,gallery,acrylic,signed,2.0,4.0,Spain,images_thesis\2260315_1_m.jpg
1811.0,55.1,43.3,Unique,male,independent,acrylic,signed,1.0,3.0,other,images_thesis\2158462_1_m.jpg
727.0,23.6,23.6,Unique,male,independent,oil,signed,1.0,1.0,other,images_thesis\2282626_1_m.jpg
618.0,25.6,19.7,Unique,unknown,gallery,acrylic,signed,10.0,1.0,Ukraine,images_thesis\2273684_1_m.jpg
1458.0,15.7,15.7,Unique,unknown,gallery,oil,signed,0.0,4.0,France,images_thesis\2312749_1_m.jpg
1032.0,10.2,7.9,Unique,male,gallery,other,signed,1.0,9.0,France,images_thesis\2241832_1_m.jpg
121.0,7.1,5.1,Unique,unknown,gallery,other,signed,1.0,8.0,other,images_thesis\2332357_1_m.jpg
182.0,11.8,11.8,Unique,unknown,gallery,acrylic,signed,0.0,10.0,France,images_thesis\2300606_1_m.jpg
1663.0,39.4,39.4,Unique,male,independent,acrylic,signed,2.0,3.0,other,images_thesis\1967649_1_m.jpg
644.0,23.6,27.6,Unique,male,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2266433_1_m.jpg
350.0,9.8,9.8,Unique,female,gallery,other,signed,3.0,1.0,United States,images_thesis\2255791_1_m.jpg
848.0,23.6,19.7,Unique,male,independent,other,signed,3.0,1.0,other,images_thesis\2235870_1_m.jpg
2186.0,27.6,27.6,Unique,female,gallery,acrylic,signed,5.0,6.0,other,images_thesis\1311942_1_m.jpg
2186.0,15.7,19.7,Unique,male,gallery,oil,signed,3.0,1.0,other,images_thesis\2249542_1_m.jpg
2672.0,39.4,55.1,Unique,male,gallery,other,signed,5.0,4.0,other,images_thesis\1128957_1_m.jpg
2786.0,61.0,39.4,Unique,female,independent,other,signed,2.0,4.0,Spain,images_thesis\2152609_1_m.jpg
5284.0,36.2,36.2,Unique,female,gallery,other,signed,1.0,4.0,Spain,images_thesis\2285745_1_m.jpg
96.0,11.8,11.8,Unique,male,independent,other,signed,1.0,7.0,France,images_thesis\2249218_1_m.jpg
911.0,31.5,27.6,Unique,unknown,gallery,oil,signed,4.0,1.0,Ukraine,images_thesis\2326375_1_m.jpg
911.0,23.6,27.6,Unique,male,gallery,other,signed,4.0,6.0,other,images_thesis\1231308_1_m.jpg
848.0,39.4,31.5,Unique,male,gallery,other,signed,1.0,9.0,France,images_thesis\2237153_1_m.jpg
1998.0,33.1,61.0,Unique,male,gallery,acrylic,signed,4.0,10.0,other,images_thesis\1534092_1_m.jpg
600.0,11.8,15.7,Unique,unknown,gallery,acrylic,signed,3.0,3.0,other,images_thesis\1549539_1_m.jpg
2100.0,7.5,9.5,Unique,male,gallery,other,signed,78.0,1.0,United States,images_thesis\2332440_1_m.jpg
1093.0,23.6,31.5,Unique,unknown,gallery,oil,signed,9.0,5.0,other,images_thesis\1388898_1_m.jpg
3754.0,37.2,22.6,Unique,female,gallery,other,signed,8.0,10.0,France,images_thesis\177265_1_m.jpg
5128.0,57.5,44.9,Unique,male,gallery,acrylic,signed,1.0,10.0,Spain,images_thesis\2190892_1_m.jpg
3391.0,23.6,47.2,Unique,male,gallery,oil,signed,0.0,9.0,France,images_thesis\2321113_1_m.jpg
3500.0,62.9,31.4,Unique,male,gallery,acrylic,signed,3.0,3.0,other,images_thesis\2054526_1_m.jpg
1287.0,19.7,24.0,Unique,male,gallery,oil,signed,87.0,6.0,other,images_thesis\1223010_1_m.jpg
729.0,15.7,15.7,Unique,unknown,gallery,acrylic,signed,3.0,11.0,France,images_thesis\1563162_1_m.jpg
550.0,24.0,24.0,Unique,female,gallery,acrylic,signed,4.0,7.0,United States,images_thesis\1195083_1_m.jpg
2896.0,39.0,39.0,Unique,female,gallery,acrylic,signed,4.0,3.0,France,images_thesis\2054271_1_m.jpg
4008.0,48.0,48.0,Unique,female,independent,oil,signed,2.0,6.0,other,images_thesis\1983441_1_m.jpg
2543.0,24.0,40.2,Unique,male,gallery,other,signed,4.0,9.0,France,images_thesis\2313778_1_m.jpg
750.0,30.0,22.5,Unique,female,independent,other,signed,2.0,6.0,United States,images_thesis\2078190_1_m.jpg
1154.0,19.7,15.7,Unique,male,gallery,other,signed,7.0,10.0,France,images_thesis\436848_1_m.jpg
1671.0,39.4,19.7,Unique,female,gallery,other,signed,0.0,8.0,France,images_thesis\2308672_1_m.jpg
595.0,28.7,19.7,Unique,female,independent,acrylic,signed,0.0,4.0,Spain,images_thesis\2318366_1_m.jpg
1756.0,24.0,18.1,Unique,female,gallery,other,signed,5.0,4.0,France,images_thesis\2320567_1_m.jpg
2120.0,30.0,22.0,Unique,male,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2279725_1_m.jpg
2400.0,36.0,36.0,Unique,male,gallery,acrylic,signed,9.0,3.0,United States,images_thesis\2038362_1_m.jpg
678.0,19.7,21.7,Unique,unknown,gallery,oil,signed,5.0,1.0,Ukraine,images_thesis\2281425_1_m.jpg
3522.0,16.1,10.6,Unique,male,gallery,oil,signed,2.0,8.0,France,images_thesis\2321254_1_m.jpg
1211.0,19.7,15.7,Unique,unknown,gallery,oil,signed,3.0,3.0,other,images_thesis\2283485_1_m.jpg
2308.0,19.7,27.6,Unique,unknown,gallery,other,not signed,30.0,6.0,other,images_thesis\1594398_1_m.jpg
886.0,29.0,29.0,Unique,female,gallery,oil,signed,1.0,3.0,other,images_thesis\2279738_1_m.jpg
1104.0,31.5,35.4,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2306523_1_m.jpg
1215.0,15.7,14.2,Unique,male,gallery,acrylic,signed,24.0,5.0,France,images_thesis\1094748_1_m.jpg
1202.0,15.7,15.7,Unique,female,independent,oil,signed,0.0,3.0,France,images_thesis\2113320_1_m.jpg
1858.0,29.5,19.7,Unique,unknown,gallery,acrylic,signed,2.0,6.0,France,images_thesis\2171881_1_m.jpg
413.0,11.8,15.7,Unique,unknown,independent,oil,signed,10.0,4.0,France,images_thesis\1750698_1_m.jpg
969.0,25.0,17.9,Unique,unknown,independent,other,signed,18.0,3.0,other,images_thesis\1803111_1_m.jpg
1458.0,19.7,27.6,Unique,male,gallery,oil,signed,52.0,6.0,other,images_thesis\1448556_1_m.jpg
1817.0,47.2,35.4,Unique,female,gallery,acrylic,signed,2.0,8.0,other,images_thesis\2161817_1_m.jpg
2700.0,36.2,40.2,Unique,unknown,gallery,other,signed,6.0,3.0,other,images_thesis\2245845_1_m.jpg
800.0,12.0,12.0,Unique,male,gallery,other,signed,25.0,4.0,other,images_thesis\2154648_1_m.jpg
680.0,19.7,15.7,Unique,female,gallery,acrylic,signed,7.0,5.0,other,images_thesis\835899_1_m.jpg
1175.0,23.6,23.6,Unique,female,gallery,other,signed,1.0,8.0,France,images_thesis\2323225_1_m.jpg
704.0,27.6,19.7,Unique,female,gallery,other,signed,4.0,8.0,France,images_thesis\2326554_1_m.jpg
3037.0,9.4,13.8,Unique,male,gallery,oil,signed,8.0,9.0,France,images_thesis\2209329_1_m.jpg
2253.0,45.7,35.0,Unique,female,independent,acrylic,signed,1.0,1.0,France,images_thesis\2287982_1_m.jpg
1680.0,39.4,39.4,Unique,unknown,gallery,oil,signed,3.0,3.0,Spain,images_thesis\1866816_1_m.jpg
3887.0,31.5,47.2,Unique,male,gallery,other,signed,2.0,2.0,other,images_thesis\2292897_1_m.jpg
947.0,23.6,7.9,Unique,male,gallery,oil,signed,3.0,3.0,France,images_thesis\1554396_1_m.jpg
3644.0,63.0,63.0,Unique,male,independent,acrylic,signed,2.0,3.0,other,images_thesis\1784637_1_m.jpg
2600.0,39.4,39.4,Unique,male,gallery,acrylic,signed,3.0,3.0,other,images_thesis\1772715_1_m.jpg
3037.0,31.5,31.5,Unique,male,gallery,other,signed,3.0,9.0,France,images_thesis\1455978_1_m.jpg
911.0,19.7,19.7,Unique,male,gallery,oil,signed,6.0,1.0,other,images_thesis\2292191_1_m.jpg
1154.0,27.6,39.4,Unique,female,independent,other,signed,3.0,1.0,France,images_thesis\2158270_1_m.jpg
1215.0,39.4,39.4,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2319835_1_m.jpg
2915.0,31.5,31.5,Unique,female,independent,oil,signed,4.0,3.0,other,images_thesis\2091804_1_m.jpg
2180.0,23.6,47.2,Unique,female,independent,acrylic,signed,2.0,3.0,other,images_thesis\1800351_1_m.jpg
1163.0,31.9,21.3,Unique,female,gallery,oil,signed,1.0,8.0,France,images_thesis\2304563_1_m.jpg
3633.0,25.6,25.6,Copy,unknown,gallery,other,signed,5.0,8.0,France,images_thesis\1023315_1_m.jpg
1313.0,19.7,25.6,Unique,male,gallery,oil,signed,53.0,6.0,other,images_thesis\2217551_1_m.jpg
2247.0,51.2,31.9,Unique,male,gallery,other,signed,0.0,8.0,France,images_thesis\2326949_1_m.jpg
668.0,15.7,23.6,Unique,unknown,gallery,oil,signed,2.0,3.0,Ukraine,images_thesis\2144557_1_m.jpg
2500.0,19.7,39.4,Unique,female,gallery,oil,signed,0.0,4.0,other,images_thesis\2312051_1_m.jpg
1507.0,40.0,32.0,Unique,female,gallery,other,signed,2.0,4.0,other,images_thesis\1780551_1_m.jpg
