,price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path,url
4040,2672.0,39.4,31.5,Unique,male,gallery,acrylic,signed,10.0,11.0,France,images_thesis\1742952_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1742952/renaissance-en-boucle
4041,1190.0,25.6,18.1,Unique,female,gallery,oil,signed,45.0,3.0,France,images_thesis\1552827_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1552827/les-tournesols
4042,4858.0,44.9,31.1,Unique,unknown,gallery,other,signed,3.0,10.0,France,images_thesis\1425477_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1425477/samurai-i
4043,9000.0,54.0,47.0,Unique,female,gallery,other,signed,8.0,5.0,United States,images_thesis\1213818_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1213818/connected
4044,1822.0,23.6,23.6,Unique,male,gallery,acrylic,signed,6.0,8.0,France,images_thesis\911811_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/911811/le-cerf
4045,1313.0,17.7,17.7,Unique,male,gallery,other,signed,79.0,6.0,other,images_thesis\697248_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/697248/composition-aux-outils
4046,4251.0,51.2,38.2,Unique,unknown,gallery,other,signed,6.0,6.0,other,images_thesis\632109_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/632109/free-electrons
4047,2915.0,29.1,27.6,Unique,female,gallery,oil,signed,10.0,9.0,Spain,images_thesis\494152_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/494152/tundra
4048,1700.0,10.6,16.1,Unique,female,gallery,other,signed,8.0,9.0,Spain,images_thesis\420678_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/420678/red-boat-in-sunset
4049,2915.0,11.8,11.8,Unique,male,gallery,oil,signed,8.0,9.0,Spain,images_thesis\412921_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/412921/hollywood-series
4050,1093.0,19.7,15.7,Unique,female,gallery,oil,signed,7.0,9.0,Spain,images_thesis\389822_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/389822/two-bottles
4051,3887.0,16.1,24.4,Unique,male,gallery,other,signed,57.0,10.0,France,images_thesis\380933_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/380933/proposition-pour-un-drapeau-mai-68
4052,2186.0,23.6,23.6,Unique,female,gallery,oil,signed,8.0,9.0,Spain,images_thesis\317125_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/317125/can-you-sense-the-atmosphere-i
4053,2429.0,19.7,19.7,Unique,female,gallery,oil,signed,8.0,9.0,Spain,images_thesis\310957_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/310957/meeting-place-i
4054,1153.0,39.4,31.5,Unique,male,gallery,acrylic,signed,2.0,1.0,other,images_thesis\2332594_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2332594/the-world-eater
4055,2794.0,23.6,15.7,Unique,unknown,gallery,acrylic,signed,3.0,4.0,Spain,images_thesis\2323433_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2323433/limposteur
4056,4039.0,33.5,33.5,Unique,female,gallery,acrylic,signed,0.0,1.0,other,images_thesis\2319899_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2319899/cuore
4057,5466.0,40.2,31.5,Unique,male,gallery,oil,not signed,30.0,12.0,France,images_thesis\2319570_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2319570/sans-titre
4058,12495.0,69.5,85.0,Unique,unknown,gallery,oil,signed,25.0,1.0,United States,images_thesis\2319141_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2319141/mother-homage-to-whistler-huge-original-painting-on-canvas
4059,121.0,8.3,8.3,Unique,unknown,gallery,other,signed,0.0,4.0,France,images_thesis\2316840_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2316840/heart-skull
4060,965.0,15.7,15.7,Unique,female,gallery,oil,signed,2.0,3.0,other,images_thesis\2308585_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2308585/sleeping-cats-painting-oil-on-canvas
4061,1700.0,42.0,28.0,Unique,female,gallery,oil,signed,25.0,3.0,United States,images_thesis\2306465_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2306465/lookout-painting-oil-on-canvas
4062,425.0,15.7,23.6,Unique,female,gallery,acrylic,signed,0.0,8.0,other,images_thesis\2296107_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2296107/people-lined-up
4063,4251.0,27.6,39.4,Unique,female,gallery,oil,signed,1.0,10.0,France,images_thesis\2290126_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2290126/vision-1
4064,814.0,16.1,12.2,Unique,unknown,gallery,oil,signed,1.0,1.0,other,images_thesis\2278571_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2278571/sometimes-it-dont-seem-easy
4065,1812.0,6.9,9.4,Unique,male,gallery,oil,signed,125.0,6.0,other,images_thesis\2253152_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2253152/deux-chiens-de-compagnie
4066,4810.0,49.2,37.4,Unique,unknown,gallery,other,signed,1.0,1.0,other,images_thesis\2250698_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2250698/senor-azul-02
4067,575.0,12.0,24.0,Unique,male,gallery,oil,signed,3.0,3.0,United States,images_thesis\2239369_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2239369/lake-tahoe
4068,650.0,23.6,31.1,Unique,male,gallery,acrylic,signed,2.0,3.0,other,images_thesis\2239318_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2239318/puppy
4069,3150.0,60.0,48.0,Unique,male,gallery,oil,signed,4.0,3.0,United States,images_thesis\2227210_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2227210/expired
4070,10932.0,74.8,38.2,Unique,male,gallery,other,signed,1.0,3.0,Spain,images_thesis\2219556_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2219556/retrato-de-cuerpo-entero-prometeo-y-el-fuego
4071,850.0,16.5,26.8,Unique,unknown,gallery,other,signed,1.0,11.0,France,images_thesis\2204161_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2204161/paysage-de-montagne-et-deau
4072,730.0,39.4,19.7,Unique,unknown,gallery,acrylic,signed,2.0,9.0,France,images_thesis\2180835_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2180835/marie-curie
4073,35224.0,51.2,51.2,Unique,male,gallery,oil,signed,66.0,10.0,France,images_thesis\2180723_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2180723/chouette
4074,1032.0,15.0,21.7,Unique,female,gallery,acrylic,signed,2.0,8.0,France,images_thesis\2176490_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2176490/heure-bleue-a-morzine
4075,700.0,11.4,16.1,Unique,male,gallery,other,signed,3.0,3.0,Ukraine,images_thesis\2170405_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2170405/lilac
4076,1850.0,48.0,48.0,Unique,unknown,gallery,acrylic,signed,2.0,3.0,other,images_thesis\2158930_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2158930/my-culture-my-inheritance
4077,2186.0,78.7,78.7,Unique,unknown,gallery,other,signed,11.0,9.0,Spain,images_thesis\2147366_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2147366/color-carnaval-1
4078,885.0,30.0,25.0,Unique,male,gallery,acrylic,signed,14.0,3.0,other,images_thesis\2045841_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2045841/la-piscine-verte
4079,850.0,17.7,13.8,Unique,unknown,gallery,other,signed,2.0,11.0,France,images_thesis\2014080_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2014080/paysage-de-chine-1
4080,656.0,21.7,26.0,Unique,male,gallery,oil,signed,75.0,6.0,other,images_thesis\2003115_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2003115/still-life
4081,704.0,15.7,15.7,Unique,unknown,gallery,other,signed,3.0,9.0,France,images_thesis\1991925_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1991925/rose-notre-dame-8
4082,849.0,24.4,40.9,Unique,unknown,gallery,other,signed,2.0,4.0,France,images_thesis\1981044_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1981044/the-truth
4083,1458.0,39.4,15.7,Unique,female,gallery,oil,signed,4.0,9.0,Spain,images_thesis\1908306_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1908306/steam-damp
4084,607.0,19.7,15.7,Unique,unknown,gallery,oil,signed,3.0,9.0,Spain,images_thesis\1893672_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1893672/burbuja-segura
4085,1154.0,23.6,23.6,Unique,female,gallery,other,signed,3.0,9.0,Spain,images_thesis\1799091_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1799091/childish-soul
4086,1968.0,39.4,31.9,Unique,male,gallery,acrylic,signed,5.0,5.0,other,images_thesis\1793940_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1793940/lenvole
4087,1000.0,30.0,24.0,Unique,unknown,gallery,other,signed,4.0,3.0,other,images_thesis\1698954_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1698954/mind-full
4088,607.0,7.9,17.7,Unique,male,independent,other,signed,4.0,3.0,other,images_thesis\1539444_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1539444/love-gun
4089,1518.0,31.9,25.6,Unique,male,gallery,oil,signed,33.0,7.0,France,images_thesis\1299207_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1299207/sans-titre-serie-abstraction
4090,1119.0,24.0,18.1,Unique,male,gallery,other,signed,4.0,10.0,United States,images_thesis\1166982_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1166982/into-the-faiinn-6
4091,1579.0,23.6,66.9,Unique,unknown,gallery,acrylic,not signed,6.0,11.0,France,images_thesis\1060404_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1060404/eveil
4092,2518.0,20.5,16.1,Unique,female,gallery,acrylic,signed,5.0,10.0,other,images_thesis\861561_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/861561/sweet-amnesia
4093,1822.0,27.6,27.6,Unique,male,gallery,oil,signed,5.0,6.0,other,images_thesis\813858_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/813858/blue-salty
4094,2429.0,18.9,24.0,Unique,unknown,gallery,other,signed,9.0,9.0,Spain,images_thesis\365382_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/365382/libertarian-face
4095,8640.0,47.2,141.7,Unique,male,gallery,acrylic,signed,3.0,6.0,other,images_thesis\2329971_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2329971/ori-tamoyo-tocando-musica-de-luz-ori-guerreiro-daniel-na-cova-dos-leoes
4096,2551.0,31.5,23.6,Unique,unknown,gallery,other,signed,2.0,9.0,France,images_thesis\2328916_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2328916/slowmotion-01
4097,3375.0,48.0,40.0,Unique,unknown,gallery,acrylic,signed,0.0,1.0,United States,images_thesis\2328321_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2328321/contemplation-mickey-minnie-mouse-large-original-painting
4098,5830.0,43.3,41.3,Unique,male,gallery,other,not signed,1.0,4.0,Spain,images_thesis\2321553_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2321553/zerkalo-project-3
4099,3126.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,1.0,9.0,Spain,images_thesis\2320768_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2320768/heart
4100,4616.0,47.2,39.4,Unique,male,gallery,other,signed,3.0,4.0,Spain,images_thesis\2315879_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2315879/two-drops-in-the-ocean
4101,4130.0,15.7,15.7,Unique,male,gallery,acrylic,signed,3.0,4.0,Spain,images_thesis\2314596_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2314596/variation-1
4102,4858.0,45.9,285.8,Unique,male,gallery,acrylic,not signed,0.0,4.0,Spain,images_thesis\2314499_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2314499/unyooon
4103,3887.0,23.8,23.8,Unique,unknown,gallery,oil,signed,1.0,4.0,Spain,images_thesis\2313114_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2313114/protector
4104,4616.0,39.4,39.4,Unique,female,gallery,other,not signed,1.0,4.0,Spain,images_thesis\2310671_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2310671/element-of-water
4105,6073.0,28.3,20.5,Unique,unknown,gallery,acrylic,signed,1.0,4.0,Spain,images_thesis\2309399_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2309399/barn-door
4106,2065.0,20.1,20.1,Unique,male,gallery,other,signed,0.0,1.0,other,images_thesis\2309327_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2309327/1856
4107,5101.0,31.5,31.5,Unique,male,gallery,acrylic,signed,5.0,4.0,Spain,images_thesis\2308996_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2308996/favourite-aunty
4108,5952.0,47.2,59.1,Unique,female,gallery,acrylic,signed,0.0,7.0,France,images_thesis\2308842_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2308842/sans-titre
4109,1095.0,11.0,14.0,Unique,female,gallery,oil,signed,1.0,3.0,United States,images_thesis\2306422_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2306422/hawaiian-aloha-painting-oil-on-canvas
4110,5284.0,36.2,36.2,Unique,female,gallery,other,signed,1.0,4.0,Spain,images_thesis\2285745_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2285745/rebirth
4111,3948.0,19.7,13.8,Unique,male,gallery,other,signed,1.0,4.0,Spain,images_thesis\2285241_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2285241/trough-the-clouds
4112,1974.0,27.6,19.7,Unique,female,gallery,oil,signed,3.0,3.0,other,images_thesis\2281985_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2281985/misty-dawn-seascape-original-painting
4113,292.0,12.0,18.0,Unique,male,gallery,other,signed,1.0,3.0,United States,images_thesis\2279514_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2279514/the-trumpeter-calls
4114,1135.0,18.0,24.0,Unique,male,gallery,oil,signed,1.0,3.0,other,images_thesis\2279428_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2279428/milk-bottles
4115,875.0,19.7,15.7,Unique,male,gallery,acrylic,signed,1.0,1.0,other,images_thesis\2275458_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2275458/friendly-alien-1
4116,2429.0,21.7,18.5,Unique,male,gallery,other,signed,1.0,9.0,Spain,images_thesis\2270552_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2270552/caffe-del-teatro-roma
4117,12000.0,48.0,60.0,Unique,unknown,gallery,other,signed,9.0,5.0,United States,images_thesis\2270282_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2270282/6-is-gonna-hiding
4118,875.0,12.6,9.4,Unique,female,gallery,other,signed,4.0,10.0,France,images_thesis\2248091_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2248091/sensuality-with-roses
4119,2429.0,27.6,19.7,Unique,female,gallery,acrylic,signed,1.0,2.0,France,images_thesis\2245103_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2245103/back-to-my-roots
4120,1112.0,20.1,20.1,Unique,male,gallery,acrylic,signed,5.0,10.0,other,images_thesis\2233330_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2233330/sailboat-and-sandbar
4121,950.0,26.3,20.1,Unique,unknown,gallery,acrylic,signed,39.0,5.0,United States,images_thesis\2190378_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2190378/studio-series-ii-4
4122,1500.0,19.7,19.7,Unique,male,gallery,acrylic,signed,7.0,3.0,other,images_thesis\2170674_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2170674/mild-blush
4123,2025.0,16.0,12.0,Unique,female,gallery,other,signed,3.0,3.0,United States,images_thesis\2170530_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2170530/homage-to-vincent
4124,1093.0,19.7,11.8,Unique,male,gallery,acrylic,signed,2.0,1.0,France,images_thesis\2162436_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2162436/the-unveiled-souls-9
4125,850.0,8.7,9.8,Unique,male,gallery,oil,signed,5.0,3.0,Spain,images_thesis\2136955_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2136955/rducasse
4126,2250.0,24.0,36.0,Unique,female,gallery,oil,signed,3.0,3.0,United States,images_thesis\2068653_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2068653/niagara-2
4127,1336.0,11.8,15.7,Unique,male,gallery,acrylic,signed,12.0,3.0,other,images_thesis\2059224_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2059224/greenwood
4128,1852.0,32.0,24.0,Unique,female,gallery,acrylic,signed,3.0,3.0,other,images_thesis\2045160_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2045160/seascape-at-sunset-in-spain
4129,9474.0,21.3,25.6,Unique,male,gallery,oil,signed,2.0,9.0,France,images_thesis\2028309_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2028309/rizieres-lointaines
4130,838.0,21.3,14.6,Unique,unknown,gallery,other,signed,2.0,7.0,other,images_thesis\1944675_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1944675/female-face-x-ia
4131,700.0,19.7,15.7,Unique,female,gallery,oil,signed,8.0,4.0,other,images_thesis\1910196_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1910196/the-sound-of-love
4132,1550.0,19.0,11.0,Unique,male,gallery,other,signed,20.0,3.0,United States,images_thesis\1884609_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1884609/divergent-paths-7
4133,1943.0,16.0,12.0,Unique,unknown,gallery,other,signed,4.0,4.0,United States,images_thesis\1380159_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1380159/girl-in-the-city-double
4134,972.0,12.2,16.5,Unique,male,gallery,other,signed,5.0,3.0,Spain,images_thesis\1201866_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1201866/centro-con-menbrillos
4135,56237.0,47.2,59.1,Unique,unknown,gallery,oil,signed,14.0,10.0,other,images_thesis\1159218_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1159218/the-dimension
4136,1458.0,51.2,39.4,Unique,male,gallery,acrylic,signed,5.0,6.0,other,images_thesis\1102926_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1102926/somewhere-in-time-iv
4137,2429.0,31.9,31.9,Unique,unknown,gallery,acrylic,signed,11.0,9.0,Spain,images_thesis\1056954_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1056954/buried-under-the-roots-of-the-tree
4138,1112.0,11.8,13.8,Unique,male,gallery,acrylic,signed,6.0,10.0,other,images_thesis\854421_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/854421/portsoy-harbour
4139,3887.0,30.3,22.4,Unique,female,gallery,acrylic,signed,9.0,9.0,Spain,images_thesis\408250_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/408250/hvannhagi
4140,3500.0,23.6,23.6,Unique,female,gallery,oil,signed,8.0,2.0,other,images_thesis\2333810_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2333810/il-velo-di-sposa
4141,5595.0,36.6,36.6,Unique,female,gallery,oil,signed,1.0,2.0,other,images_thesis\2324528_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2324528/dreamland
4142,3250.0,48.0,32.0,Unique,male,gallery,oil,signed,1.0,3.0,other,images_thesis\2315132_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2315132/peace-udo-21st-century-contemporary-figurative-portrait-women-blue-love
4143,32000.0,78.7,39.4,Unique,unknown,gallery,oil,signed,8.0,2.0,other,images_thesis\2314367_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2314367/no-evil
4144,290000.0,65.0,92.1,Unique,unknown,gallery,other,signed,8.0,2.0,other,images_thesis\2313321_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2313321/suspects
4145,1000.0,47.2,31.5,Unique,female,gallery,acrylic,signed,2.0,1.0,United States,images_thesis\2302020_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2302020/conjunction
4146,1049.0,7.5,5.5,Unique,female,gallery,other,signed,2.0,9.0,other,images_thesis\2292447_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2292447/denke-positiv-think-positively
4147,205.0,27.6,19.7,Unique,male,gallery,oil,signed,0.0,8.0,other,images_thesis\2290772_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2290772/alba-dinverno
4148,8381.0,40.9,26.0,Unique,male,gallery,other,signed,1.0,3.0,Spain,images_thesis\2271749_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2271749/in-un-gioco-infinito-di-colori
4149,632.0,9.4,20.5,Unique,male,gallery,other,signed,2.0,5.0,other,images_thesis\2267416_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2267416/illimani
4150,4130.0,39.4,39.4,Unique,male,gallery,oil,signed,1.0,9.0,Spain,images_thesis\2260250_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2260250/malaquias-abyssus
4151,2369.0,27.6,19.7,Unique,female,gallery,other,signed,2.0,4.0,Spain,images_thesis\2253015_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2253015/tenderness
4152,1800.0,20.0,20.0,Unique,female,gallery,oil,signed,4.0,3.0,United States,images_thesis\2227372_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2227372/twins
4153,2429.0,59.1,39.4,Unique,female,gallery,acrylic,signed,13.0,3.0,Spain,images_thesis\2221663_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2221663/n1
4154,850.0,31.5,31.5,Unique,male,gallery,other,signed,1.0,2.0,France,images_thesis\2205838_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2205838/monroe
4155,1600.0,24.0,24.0,Unique,female,gallery,other,signed,3.0,3.0,United States,images_thesis\2185227_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2185227/myth-muse-and-metaphor-1
4156,2000.0,24.0,24.0,Unique,female,gallery,oil,signed,4.0,3.0,United States,images_thesis\2185075_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2185075/florecer-ii
4157,4130.0,39.4,39.4,Unique,male,gallery,other,signed,1.0,8.0,France,images_thesis\2180475_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2180475/le-beau-visage-danton
4158,826.0,12.6,18.1,Unique,male,gallery,oil,signed,105.0,8.0,France,images_thesis\2154984_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2154984/loasis-algerien
4159,850.0,11.8,11.8,Unique,female,gallery,oil,signed,3.0,10.0,France,images_thesis\2148203_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2148203/limperatrice
4160,1215.0,31.5,23.6,Unique,unknown,gallery,acrylic,signed,6.0,4.0,France,images_thesis\2129272_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2129272/mandala
4161,3279.0,15.7,19.7,Unique,male,gallery,other,signed,20.0,3.0,other,images_thesis\2090859_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2090859/st
4162,2295.0,30.0,30.0,Unique,unknown,gallery,acrylic,signed,6.0,3.0,United States,images_thesis\2037237_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2037237/winters-eve
4163,1450.0,19.7,15.7,Unique,female,gallery,oil,signed,6.0,3.0,Ukraine,images_thesis\2025981_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2025981/conscience
4164,2429.0,31.5,23.6,Unique,male,gallery,oil,signed,13.0,8.0,other,images_thesis\189436_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/189436/ballet-sessuale
4165,911.0,13.8,11.0,Unique,female,gallery,oil,signed,9.0,10.0,France,images_thesis\1868115_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1868115/new-floral
4166,2794.0,41.3,33.9,Unique,unknown,gallery,acrylic,signed,5.0,9.0,France,images_thesis\1727952_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1727952/sans-titre
4167,11114.0,29.5,23.6,Unique,male,gallery,acrylic,signed,15.0,4.0,other,images_thesis\1339284_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1339284/balls-deep-in-the-street
4168,668.0,39.4,31.5,Unique,male,gallery,acrylic,signed,7.0,6.0,other,images_thesis\1225263_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1225263/pink-shadow
4169,20000.0,13.5,20.0,Unique,male,gallery,acrylic,signed,70.0,9.0,United States,images_thesis\1163169_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1163169/women-walking
4170,1800.0,20.0,20.0,Unique,unknown,gallery,oil,signed,14.0,4.0,United States,images_thesis\1074933_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1074933/sleepy
4171,1943.0,55.1,57.1,Unique,male,gallery,oil,signed,12.0,6.0,other,images_thesis\1072125_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1072125/altar-boys
4172,2000.0,15.7,19.7,Unique,unknown,gallery,other,signed,5.0,5.0,other,images_thesis\1067322_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1067322/homage-to-thelonious-monk
4173,2186.0,39.4,39.4,Unique,male,gallery,other,signed,5.0,9.0,France,images_thesis\1053705_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1053705/invasion
4174,425.0,35.4,35.4,Unique,male,gallery,acrylic,signed,5.0,7.0,other,images_thesis\953769_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/953769/follw-ur-love
4175,1313.0,23.6,23.6,Unique,female,gallery,oil,signed,18.0,6.0,other,images_thesis\774180_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/774180/composition-abstraite
4176,5466.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,8.0,9.0,France,images_thesis\764976_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/764976/cow-man
4177,838.0,27.6,19.7,Unique,male,gallery,oil,signed,25.0,9.0,France,images_thesis\401395_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/401395/le-fou-du-volant
4178,4251.0,39.4,26.0,Unique,unknown,gallery,acrylic,signed,7.0,10.0,France,images_thesis\2320723_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2320723/grand-dos
4179,14575.0,22.8,18.9,Unique,male,gallery,oil,signed,72.0,7.0,France,images_thesis\2320156_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2320156/composition
4180,8381.0,54.7,39.0,Unique,male,gallery,acrylic,not signed,11.0,9.0,France,images_thesis\2318707_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2318707/tingari
4181,3911.0,39.4,39.4,Unique,female,gallery,other,not signed,1.0,4.0,Spain,images_thesis\2316135_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2316135/it-all-starts-with-two-1
