,price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path,url
0,3158.0,27.6,27.6,Unique,female,independent,other,signed,0.0,1.0,France,images_thesis\2313827_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2313827/au-fil-d-leau
1,2065.0,19.7,19.7,Unique,female,independent,other,signed,0.0,3.0,France,images_thesis\2328028_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2328028/lenergie-des-livres
2,3522.0,23.6,23.6,Unique,female,independent,other,signed,0.0,3.0,France,images_thesis\2299335_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2299335/paysage-de-lame
3,644.0,15.7,11.8,Unique,female,gallery,oil,signed,4.0,5.0,other,images_thesis\1118562_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1118562/parallel-universe-3
4,838.0,15.7,15.7,Unique,unknown,independent,other,signed,4.0,5.0,France,images_thesis\1241121_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1241121/victoria
5,839.0,31.5,23.6,Unique,male,independent,acrylic,signed,3.0,3.0,other,images_thesis\1764357_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1764357/abstract-22142
6,790.0,19.7,19.7,Unique,female,independent,acrylic,signed,4.0,6.0,other,images_thesis\1286004_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1286004/sweet-thing
7,875.0,19.3,19.3,Unique,unknown,gallery,other,signed,6.0,11.0,France,images_thesis\575328_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/575328/landscape-sketch-84
8,2033.0,47.2,31.5,Unique,male,gallery,acrylic,signed,3.0,2.0,other,images_thesis\2160108_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2160108/cuerpo-escueto-en-fondo-negro
9,2429.0,31.9,39.4,Unique,male,gallery,oil,signed,6.0,8.0,France,images_thesis\842034_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/842034/29-octobre-2019
10,600.0,8.0,8.0,Unique,male,gallery,acrylic,signed,5.0,6.0,United States,images_thesis\827373_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/827373/the-kiss
11,972.0,31.9,46.1,Unique,male,gallery,other,signed,6.0,10.0,other,images_thesis\679239_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/679239/composition-no150
12,644.0,31.5,31.5,Unique,female,independent,acrylic,signed,4.0,5.0,other,images_thesis\1092183_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1092183/jazz-on
13,2794.0,28.7,21.3,Unique,male,gallery,other,signed,5.0,2.0,other,images_thesis\2097702_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2097702/mask-geometric-geometric-art
14,2915.0,31.5,31.5,Unique,female,independent,oil,signed,1.0,3.0,other,images_thesis\2174383_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2174383/orlando
15,63160.0,59.1,78.7,Unique,unknown,gallery,acrylic,signed,15.0,4.0,France,images_thesis\2310418_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2310418/merry-go-round
16,668.0,7.9,7.9,Unique,male,gallery,acrylic,signed,7.0,8.0,France,images_thesis\459001_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/459001/green-05
17,729.0,14.6,10.6,Unique,male,gallery,oil,not signed,27.0,6.0,other,images_thesis\680721_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/680721/abstract-expression
18,849.0,35.4,35.4,Unique,male,independent,acrylic,signed,1.0,5.0,other,images_thesis\2249811_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2249811/oceanic-blue-square
19,450000.0,40.0,66.0,Unique,male,gallery,acrylic,signed,39.0,9.0,United States,images_thesis\50976_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/50976/operenccia
20,91097.0,63.8,38.2,Unique,unknown,gallery,acrylic,signed,33.0,10.0,other,images_thesis\1223355_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1223355/the-gun
21,607.0,27.6,19.7,Unique,unknown,gallery,acrylic,signed,5.0,5.0,France,images_thesis\931020_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/931020/silhouette-1
22,1093.0,24.0,19.7,Unique,unknown,independent,acrylic,signed,5.0,1.0,France,images_thesis\2229274_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2229274/faustine
23,1761.0,63.0,37.4,Unique,female,independent,acrylic,signed,0.0,4.0,Spain,images_thesis\2248842_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2248842/bright-prospects
24,850.0,47.2,23.6,Unique,male,gallery,other,signed,6.0,9.0,France,images_thesis\2297169_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2297169/peinture-07-2021-60
25,800.0,48.0,30.0,Unique,female,gallery,other,signed,3.0,7.0,United States,images_thesis\1555308_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1555308/find-a-way
26,2450.0,36.0,24.0,Unique,unknown,gallery,other,signed,1.0,3.0,other,images_thesis\2253925_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2253925/love-and-flowers-21st-century-contemporary-figurative-portrait-africa-women
27,850.0,31.9,39.4,Unique,male,gallery,other,signed,2.0,9.0,France,images_thesis\2155002_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2155002/children-online
28,838.0,25.6,19.7,Unique,unknown,gallery,other,signed,0.0,10.0,France,images_thesis\2320948_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2320948/tourbillon
29,972.0,16.5,11.7,Unique,female,gallery,other,signed,4.0,9.0,Spain,images_thesis\1374666_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1374666/fields-99
30,850.0,31.5,23.6,Unique,female,independent,acrylic,signed,4.0,5.0,France,images_thesis\1259667_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1259667/playa-es-caragol
31,1640.0,31.9,39.4,Unique,female,independent,other,signed,1.0,3.0,France,images_thesis\2235146_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2235146/dreamed-wild-shelter
32,2551.0,35.4,27.6,Unique,male,independent,other,not signed,7.0,5.0,Spain,images_thesis\726180_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/726180/vagues-noires-exit-serie
33,960.0,12.6,10.2,Unique,male,gallery,other,signed,1.0,11.0,France,images_thesis\2291042_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2291042/ma-femme-est-une-fete-17
34,850.0,19.7,7.9,Unique,unknown,gallery,acrylic,signed,4.0,11.0,France,images_thesis\1160856_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1160856/composition-301
35,850.0,23.6,11.8,Unique,male,gallery,other,signed,6.0,10.0,France,images_thesis\1307505_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1307505/n3060-26-19a-ng106
36,972.0,15.7,11.8,Unique,unknown,gallery,acrylic,signed,0.0,4.0,France,images_thesis\2300441_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2300441/abstract-collection
37,2186.0,29.5,48.0,Unique,unknown,gallery,other,signed,3.0,1.0,France,images_thesis\2280207_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2280207/multi-tags
38,668.0,23.6,23.6,Unique,male,gallery,acrylic,signed,5.0,9.0,France,images_thesis\847806_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/847806/angus-young
39,850.0,16.5,11.8,Unique,female,gallery,other,signed,11.0,10.0,other,images_thesis\1051380_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1051380/untitled-2
40,1215.0,23.6,31.5,Unique,male,independent,other,signed,10.0,6.0,France,images_thesis\478579_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/478579/refraction
41,1263.0,27.6,19.7,Unique,female,gallery,other,signed,8.0,8.0,other,images_thesis\294574_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/294574/logica-inversione
42,2065.0,39.4,31.9,Unique,unknown,gallery,other,signed,4.0,10.0,France,images_thesis\2268255_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2268255/mabrouk
43,800.0,7.9,7.9,Unique,male,independent,other,signed,12.0,4.0,Ukraine,images_thesis\1735587_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1735587/etude-3
44,2378.0,21.7,21.7,Unique,male,gallery,acrylic,signed,3.0,10.0,Spain,images_thesis\1729989_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1729989/no-rules
45,972.0,39.4,27.6,Unique,female,gallery,oil,signed,13.0,10.0,France,images_thesis\1173576_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1173576/fluidites-marines
46,2794.0,45.7,28.7,Unique,female,gallery,other,signed,4.0,9.0,France,images_thesis\1999140_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1999140/poesie
47,972.0,11.8,15.7,Unique,unknown,gallery,oil,not signed,3.0,3.0,Ukraine,images_thesis\1785654_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1785654/music-reflections
48,607.0,15.7,15.7,Unique,male,independent,oil,signed,0.0,6.0,other,images_thesis\2315730_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2315730/tulip-fields-netherlands-05
49,8502.0,47.2,59.1,Unique,unknown,gallery,other,signed,1.0,4.0,France,images_thesis\2204449_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2204449/osmose
50,1458.0,21.7,18.1,Unique,female,gallery,oil,signed,17.0,7.0,France,images_thesis\1226568_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1226568/desert-sign-bleu-x1
51,1943.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,2.0,9.0,France,images_thesis\2149337_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2149337/en-equilibre
52,1822.0,28.7,23.6,Unique,male,gallery,acrylic,signed,7.0,4.0,France,images_thesis\1996287_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1996287/le-penseur-2018
53,2004.0,28.7,23.6,Unique,male,gallery,acrylic,signed,4.0,8.0,France,images_thesis\1042977_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1042977/le-volcan
54,972.0,9.8,9.8,Unique,female,gallery,acrylic,signed,5.0,9.0,France,images_thesis\933687_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/933687/la-sportive
55,2727.0,48.0,59.8,Unique,male,gallery,acrylic,signed,7.0,10.0,other,images_thesis\301825_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/301825/bay
56,1458.0,15.7,15.7,Unique,male,independent,other,signed,1.0,5.0,other,images_thesis\2180511_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2180511/vibration-spirituelle-expression-libre
57,972.0,31.5,23.6,Unique,female,gallery,acrylic,signed,7.0,8.0,other,images_thesis\489088_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/489088/pastel-dreams-3-pink-abstract-abstrait-rose
58,4150.0,31.5,23.6,Unique,male,gallery,acrylic,signed,40.0,4.0,other,images_thesis\2289470_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2289470/pretty-sheep
59,972.0,28.7,47.6,Unique,female,independent,other,signed,2.0,4.0,Ukraine,images_thesis\1789590_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1789590/moviegoer
60,1275.0,27.6,19.7,Unique,male,gallery,acrylic,signed,7.0,7.0,France,images_thesis\1509231_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1509231/rien-a-penser
61,2417.0,28.7,36.2,Unique,male,gallery,oil,signed,6.0,9.0,France,images_thesis\130456_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/130456/vague-nocturne
62,2186.0,23.6,31.5,Unique,male,independent,oil,signed,34.0,5.0,other,images_thesis\1286745_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1286745/mare-impetuoso-al-tramonto-olio-su-canapa
63,1883.0,47.2,47.2,Unique,unknown,gallery,acrylic,signed,0.0,10.0,France,images_thesis\2288385_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2288385/ref-120
64,911.0,15.7,11.8,Unique,male,gallery,other,signed,1.0,4.0,France,images_thesis\2288709_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2288709/aquarelle
65,675.0,16.0,16.0,Unique,female,gallery,acrylic,signed,3.0,3.0,United States,images_thesis\1830486_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1830486/black-galaxy
66,5466.0,47.2,47.2,Unique,male,gallery,oil,signed,2.0,9.0,France,images_thesis\2121219_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2121219/blue-abstract-ii
67,795.0,36.0,24.0,Unique,female,gallery,acrylic,signed,1.0,3.0,United States,images_thesis\2306363_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2306363/asthenosphere-9-painting-acrylic-on-canvas
68,972.0,15.7,19.7,Unique,female,independent,oil,signed,2.0,1.0,other,images_thesis\2250582_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2250582/556559834-271339613
69,2098.0,14.0,9.9,Unique,male,gallery,other,signed,5.0,10.0,other,images_thesis\1751949_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1751949/arc-ii-no7
70,1458.0,12.0,8.0,Unique,unknown,gallery,other,signed,4.0,4.0,United States,images_thesis\1184298_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1184298/more-cats-for-everyone
71,2672.0,41.3,33.5,Unique,female,independent,acrylic,signed,1.0,3.0,France,images_thesis\2245090_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2245090/st20240822
72,6680.0,31.5,31.5,Unique,male,gallery,other,signed,11.0,10.0,other,images_thesis\1298688_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1298688/orange-vertige-2014-vortex-13
73,2429.0,31.5,47.2,Unique,male,gallery,other,signed,4.0,9.0,France,images_thesis\1059198_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1059198/street-art-is-back
74,619.0,39.4,27.6,Unique,male,gallery,acrylic,signed,5.0,8.0,other,images_thesis\909987_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/909987/blue-deep
75,972.0,22.0,19.3,Unique,female,independent,other,signed,0.0,5.0,France,images_thesis\2323790_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2323790/invaincue-en-cette-nuit
76,2915.0,25.2,21.3,Unique,unknown,gallery,other,signed,1.0,12.0,other,images_thesis\2204550_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2204550/sysiphe
77,911.0,15.4,15.4,Unique,female,independent,other,signed,2.0,1.0,France,images_thesis\2173321_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2173321/a-piece-of-mother-earth-2
78,2247.0,27.6,27.6,Unique,male,gallery,oil,signed,2.0,9.0,Spain,images_thesis\2160940_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2160940/le-regard-de-david
79,735.0,27.6,19.7,Unique,unknown,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2265243_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2265243/pleasure
80,1579.0,19.7,15.7,Unique,unknown,gallery,other,signed,9.0,11.0,France,images_thesis\808281_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/808281/extrait-peace-n02
81,3158.0,18.1,15.0,Unique,unknown,gallery,oil,signed,40.0,9.0,France,images_thesis\595194_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/595194/cascade-et-tumulte-les-gorges-du-loup
82,850.0,31.5,31.5,Unique,male,gallery,acrylic,signed,0.0,9.0,France,images_thesis\2320106_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2320106/entre-deux-rives
83,893.0,29.5,21.7,Unique,unknown,gallery,other,signed,10.0,1.0,Ukraine,images_thesis\2264581_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2264581/sail
84,1154.0,31.5,23.6,Unique,male,gallery,other,signed,5.0,5.0,other,images_thesis\1261845_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1261845/eternal-hugs
85,2308.0,46.1,35.0,Unique,unknown,gallery,acrylic,signed,1.0,8.0,France,images_thesis\2252901_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2252901/tribute-to-p-soulages
86,2794.0,35.4,35.4,Unique,female,independent,other,signed,3.0,6.0,other,images_thesis\1465446_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1465446/lapis-lazuli-melody
87,1154.0,16.5,24.4,Unique,male,gallery,other,signed,6.0,8.0,France,images_thesis\1488249_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1488249/soiree-dans-un-village-au-sud
88,5344.0,39.4,31.5,Unique,male,gallery,other,signed,3.0,11.0,France,images_thesis\837972_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/837972/embossage-et-pigments
89,2797.0,35.4,23.6,Unique,male,gallery,oil,signed,7.0,10.0,other,images_thesis\2250953_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2250953/the-rising-sun
90,4858.0,35.4,35.4,Unique,male,independent,other,signed,6.0,3.0,other,images_thesis\1538286_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1538286/tj4e
91,1324.0,31.5,31.5,Unique,unknown,gallery,other,signed,1.0,3.0,France,images_thesis\2253007_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2253007/rose-sale-1
92,668.0,19.7,19.7,Unique,male,independent,oil,signed,1.0,1.0,other,images_thesis\2247355_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2247355/the-departure-of-souls
93,39475.0,47.2,94.5,Unique,male,gallery,other,signed,1.0,5.0,other,images_thesis\2236688_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2236688/fairytail
94,729.0,31.5,23.6,Unique,unknown,gallery,oil,signed,10.0,1.0,Ukraine,images_thesis\2280779_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2280779/young-ballerinas
95,1822.0,6.9,4.9,Unique,unknown,gallery,other,not signed,65.0,12.0,France,images_thesis\2252092_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2252092/composition-coloree-215-776
96,1215.0,39.4,39.4,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2229270_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2229270/premier-jour
97,1822.0,39.4,27.6,Unique,male,gallery,acrylic,signed,2.0,7.0,other,images_thesis\2193070_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2193070/her-softness
98,753.0,13.0,13.0,Unique,male,gallery,oil,signed,4.0,10.0,other,images_thesis\1211052_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1211052/find-an-hotel-tree-2
99,790.0,44.5,33.5,Unique,unknown,gallery,other,signed,6.0,10.0,France,images_thesis\2258968_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2258968/tous-ces-longs-mots
100,668.0,19.7,15.7,Unique,female,gallery,other,signed,1.0,1.0,France,images_thesis\2247794_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2247794/fashion
101,990.0,28.0,22.0,Unique,male,gallery,acrylic,signed,9.0,5.0,other,images_thesis\1637907_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1637907/connections-between-times
102,1700.0,31.5,23.6,Unique,unknown,gallery,other,signed,5.0,4.0,France,images_thesis\922512_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/922512/abstract-15
103,3279.0,31.5,31.5,Unique,female,independent,acrylic,signed,2.0,3.0,other,images_thesis\2103990_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2103990/tenderness-6
104,2340.0,31.5,31.5,Unique,female,independent,other,signed,3.0,5.0,other,images_thesis\1624296_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1624296/becoming
105,1888.0,13.0,13.0,Unique,female,gallery,other,signed,11.0,10.0,United States,images_thesis\1303557_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1303557/covers-13-green
106,802.0,28.0,19.7,Unique,unknown,independent,oil,signed,1.0,1.0,France,images_thesis\2266673_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2266673/lhomme-au-compartiment
107,3427.0,39.4,39.4,Unique,female,gallery,acrylic,signed,1.0,10.0,other,images_thesis\2253961_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2253961/shingle-street
108,826.0,23.6,19.7,Unique,female,gallery,oil,signed,1.0,1.0,France,images_thesis\2213903_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2213903/abstract-boats
109,2526.0,45.7,35.0,Unique,unknown,independent,acrylic,signed,4.0,6.0,other,images_thesis\1262916_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1262916/song-without-words-2-34-nigoun
110,668.0,19.7,19.7,Unique,unknown,independent,acrylic,signed,2.0,2.0,France,images_thesis\1866960_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1866960/purple-touch
111,946.0,19.7,19.7,Unique,female,gallery,other,signed,2.0,8.0,France,images_thesis\1765773_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1765773/ocean-23011
112,1445.0,39.4,28.7,Unique,unknown,gallery,other,signed,0.0,7.0,other,images_thesis\2333872_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2333872/separation
113,607.0,19.7,39.4,Unique,male,gallery,other,signed,1.0,9.0,France,images_thesis\2283694_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2283694/betty-boop
114,3500.0,45.0,28.0,Unique,unknown,gallery,other,signed,4.0,4.0,United States,images_thesis\2264033_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2264033/banksys-genie
115,3279.0,15.7,15.7,Unique,male,gallery,acrylic,signed,4.0,12.0,other,images_thesis\1289064_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1289064/pink-child
116,790.0,19.7,15.7,Unique,unknown,gallery,other,signed,1.0,8.0,other,images_thesis\2221150_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2221150/woman-in-a-chair
117,16033.0,21.3,31.9,Unique,female,gallery,oil,signed,17.0,10.0,France,images_thesis\20945_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/20945/la-petite-lampe-1930
118,850.0,36.0,36.0,Unique,unknown,gallery,other,signed,4.0,3.0,other,images_thesis\1690638_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1690638/perspiration-2
119,1943.0,39.4,39.4,Unique,female,gallery,other,signed,0.0,4.0,other,images_thesis\2297798_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2297798/love-is-a-journey
120,2308.0,31.5,31.5,Unique,male,gallery,other,signed,1.0,9.0,France,images_thesis\2256361_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2256361/flower-bb
121,2794.0,21.7,29.1,Unique,unknown,gallery,other,signed,50.0,9.0,France,images_thesis\1686357_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1686357/au-cap-martin
122,103243.0,26.4,20.1,Unique,unknown,gallery,other,signed,36.0,10.0,other,images_thesis\1229526_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1229526/sf-89-153
123,972.0,15.7,11.8,Unique,female,gallery,acrylic,signed,4.0,9.0,Spain,images_thesis\1145493_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1145493/lena
124,3037.0,45.7,35.0,Unique,male,independent,other,signed,7.0,6.0,France,images_thesis\619071_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/619071/abstract-models
125,4373.0,31.5,47.2,Unique,female,gallery,oil,signed,0.0,8.0,France,images_thesis\2315994_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2315994/maree-basse-low-tide
126,1822.0,19.7,19.7,Unique,male,gallery,other,signed,1.0,9.0,France,images_thesis\2231836_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2231836/welcome-to-the-colorful-side
127,1590.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,2.0,3.0,Spain,images_thesis\2037402_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2037402/joyful
128,680.0,23.6,19.7,Unique,female,gallery,acrylic,signed,1.0,1.0,other,images_thesis\2302374_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2302374/harmony-of-chaos
129,3996.0,31.5,47.2,Unique,unknown,gallery,other,signed,2.0,2.0,other,images_thesis\2140758_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2140758/abstract-alchemy-black-floating-frame
130,2429.0,24.0,48.0,Unique,unknown,gallery,other,signed,9.0,8.0,France,images_thesis\206662_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/206662/end-road-work
131,729.0,15.7,5.9,Unique,female,gallery,other,signed,17.0,9.0,France,images_thesis\260944_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/260944/memoire-dans-leau-08t-xiv
132,2794.0,31.5,23.6,Unique,male,gallery,other,signed,1.0,10.0,France,images_thesis\2283992_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2283992/bande-ut
133,790.0,24.4,17.7,Unique,female,gallery,other,signed,1.0,3.0,other,images_thesis\2253912_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2253912/sunny-days
134,3037.0,31.5,39.4,Unique,male,gallery,acrylic,signed,3.0,6.0,other,images_thesis\1726077_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1726077/the-man-who-lost-himself
135,4858.0,28.7,36.2,Unique,unknown,gallery,other,signed,10.0,8.0,France,images_thesis\2296477_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2296477/emo-night-angela-davis-jacket
136,3401.0,23.6,23.6,Unique,unknown,gallery,acrylic,signed,1.0,11.0,France,images_thesis\2197894_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2197894/lame-et-la-paix
137,1700.0,17.7,13.0,Unique,unknown,gallery,other,signed,4.0,5.0,France,images_thesis\1256280_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1256280/the-girl-with-the-lost-pearl-earring
138,1822.0,47.2,7.9,Unique,unknown,gallery,oil,signed,5.0,11.0,France,images_thesis\975660_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/975660/paysages-146
139,3887.0,11.8,11.8,Unique,female,gallery,acrylic,signed,2.0,8.0,other,images_thesis\2156847_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2156847/n-frp0423bp3
140,972.0,23.6,23.6,Unique,unknown,gallery,other,signed,2.0,4.0,France,images_thesis\2153386_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2153386/g80049264c
141,972.0,16.1,20.1,Unique,male,gallery,other,signed,4.0,9.0,France,images_thesis\1545879_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1545879/fancy-bait-for-fancy-fish
142,1579.0,18.9,21.7,Unique,female,gallery,other,signed,5.0,7.0,France,images_thesis\1164471_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1164471/sur-le-sable
143,1458.0,5.5,9.1,Unique,male,gallery,other,signed,63.0,6.0,other,images_thesis\1108785_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/1108785/composition
144,2186.0,39.4,39.4,Unique,female,gallery,other,signed,2.0,3.0,other,images_thesis\2231358_1_m.jpg,https://www.artsper.com/us/contemporary-artworks/painting/2231358/white-blossoms-white-grey-green-floral-art-on-canvas
